Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj
DME278684	32.3019596168557	-0.0787893293682184	0.191883637866801	-0.410609941754968	0.681358572611857	0.839051354675025	32.3019596168557	-0.585567580902013	0.192274723097369	-3.04547353634975	0.00232314221783113	0.0162739431133668
DME487856	173.756241889828	0.411962187692674	0.191999560949091	2.14564130072103	0.0319016076876567	0.126432865027389	173.756241889828	-0.294466876143226	0.191995410885204	-1.53371830496142	0.12509896850493	0.288865747768305
DME9736	27.9924364275895	0.292027985663719	0.189033765311232	1.54484562682711	0.122383607965126	0.314406193028762	27.9924364275895	-0.598244311993149	0.18951664208083	-3.15668484532348	0.00159573711509384	0.012249305757004
DMGYPF1A	175.580199574393	0.938085944236164	0.444525295007245	2.11030948018577	0.0348317075524288	0.134591789827904	175.580199574393	-1.80949817446211	0.444542635889263	-4.07047160019283	4.69180608489696e-05	0.00074697208824353
DMHFL1	11.5259964739593	-0.118348671873029	0.229745106572264	-0.515130326990464	0.606461951757583	0.795540962856266	11.5259964739593	-0.145120527337636	0.229616664742549	-0.632012173421071	0.527378922644496	0.713453508166975
DMIFACA	7.13897989782801	0.0511276540731881	0.298182868745008	0.171464089430671	0.863858864733705	0.937419729373657	7.13897989782801	0.517210875756189	0.300754436333506	1.71971154295012	0.0854848885712184	0.223683937885713
DMIS176	11.6203123073596	-0.0438217036722895	0.224855109754682	-0.194888627259124	0.845480137617853	0.92890650154803	11.6203123073596	-0.121798645960746	0.224828038280485	-0.541741354380345	0.58799669680878	0.75751538657971
DMIS297	30.3576333433283	-0.91791593367621	0.204883058976856	-4.48019440094312	7.45750848484821e-06	0.000147635279667565	30.3576333433283	-0.292799439783968	0.203553036078499	-1.43844299954854	0.150308399544585	0.324807098539939
DMLINEJA	60.9748496997795	0.749094077284004	0.169583627440996	4.4172547113644	9.99624084565491e-06	0.000188563114077136	60.9748496997795	-0.756320357436083	0.169576019226705	-4.4600667056877	8.19341475251688e-06	0.000169381233475724
DMMDG3	23.5290165894777	-0.0260380666264505	0.189464093235963	-0.137430085995356	0.890690851473369	0.947968550751357	23.5290165894777	-0.337031695187207	0.189669023675468	-1.77694643361418	0.0755770535852704	0.206531230472989
DMPOGOR11	17.9048019821661	-0.327930158390751	0.222115307200674	-1.47639603286989	0.139837607081552	0.342249483109352	17.9048019821661	-0.7422169798156	0.223172705895722	-3.3257515825542	0.000881804809094785	0.00776055672415585
DMREPG	10.0296339518112	-0.305127731835995	0.252401669544267	-1.20889743870129	0.226702250302507	0.462853129426848	10.0296339518112	0.694442776709519	0.255381833562721	2.71923326346925	0.00654334457414429	0.0357986476067312
DMRER1DM	30.8029926143282	1.27516462570079	0.27868279609416	4.57568476982677	4.74664819436325e-06	0.000101345254084377	30.8029926143282	-1.00044121242186	0.278196219694136	-3.59617112526474	0.000322935403679122	0.00358268336081661
DMRER2DM	86.5259616108862	1.24883838785883	0.304349070514931	4.10330935378217	4.07282080897606e-05	0.00062765268713656	86.5259616108862	-0.0551854047387023	0.304257124572967	-0.181377526709215	0.856071257399432	0.928358771506233
DMRTMGD1	57.5414015395015	1.03360291734973	0.221684342673875	4.66249850974045	3.12393349860872e-06	7.01421626657022e-05	57.5414015395015	-1.51472287836294	0.22224989657092	-6.81540419920776	9.39990972285106e-12	1.00057007986591e-09
DMTHB1	17.0907134556745	-0.0510472843872652	0.196168675661246	-0.260221384556911	0.794693009828908	0.900453067113285	17.0907134556745	-0.900604736530293	0.199789202340482	-4.50777482456473	6.55110468358108e-06	0.000140894723361439
DMTN1731	53.4042281681495	0.162962903682314	0.184566761408316	0.882948275403672	0.377264218806334	0.619437041588756	53.4042281681495	0.00836246302522684	0.184561238052751	0.0453099638551228	0.96386024558843	0.9837617809232
DMTNFB	5.11958020758894	-0.0842964910673197	0.324014224307606	-0.260162933425083	0.794738094834419	0.900453067113285	5.11958020758894	-0.186696192238086	0.324011442409538	-0.576202466337931	0.564478338362129	0.740734312778991
DMTOM1_LTR	11.3137581001103	-0.0095449523743503	0.215600188171554	-0.0442715400913999	0.964687957141151	0.984301909871278	11.3137581001103	-0.267617064300316	0.21594060833788	-1.23930865231971	0.215231215687727	0.407982377200939
DMTRDNA	7.72882032776745	-0.0230473683668449	0.278248614026459	-0.0828301281840467	0.93398661260814	0.969572559393334	7.72882032776745	-0.0527223253871926	0.278207678287342	-0.189507082305396	0.849695404794714	0.925981967563961
DMU89994	195.21820332363	0.716176478738942	0.154714231394416	4.62902780361026	3.6738644440708e-06	8.04957911855839e-05	195.21820332363	-0.0653957207494036	0.154677954804955	-0.422786303528941	0.672451181515116	0.816672670725756
DMW1DOC	21.9677401278226	0.0761263154094311	0.202860897921231	0.375263622460107	0.707464417638233	0.85582871842109	21.9677401278226	0.216330988553065	0.203055227262012	1.06538005187092	0.28670398013842	0.487950033668874
DMZAM	10.0981333162487	-0.191186291764011	0.381756858476231	-0.500806436136143	0.616507355575495	0.80262149407129	10.0981333162487	-0.523715155528987	0.382066276624876	-1.37074425975362	0.170454692398407	0.352777674316931
DOC2	16.3906650499953	-0.0785360402410499	0.211126736692401	-0.371985289364238	0.709903802095255	0.856948301683173	16.3906650499953	0.199533281835433	0.211333637052463	0.944162437264537	0.345086647012121	0.549174746618084
DOC3	39.2548988261041	0.0609324482283029	0.152310808016529	0.400053345010753	0.689117226449372	0.843912009116245	39.2548988261041	-0.278323586852574	0.152404318917567	-1.82621850108535	0.0678173556077087	0.19244744499882
DOC4	15.405129808739	-0.0122361937519362	0.215736228773854	-0.0567183074510996	0.954769590253771	0.979458312077403	15.405129808739	-0.586779296118183	0.217004757873844	-2.70399276894799	0.00685117800618476	0.0369018414665285
DOC5	10.6730760113578	-0.0875039755588283	0.249789467782227	-0.35031090916578	0.726105379020954	0.865960954677067	10.6730760113578	-0.129886129009693	0.24971467088471	-0.520138158280895	0.602967284300221	0.767572591458814
F	9.29712694278638	-0.0316119679758762	0.252873698776477	-0.125010897253569	0.900514923258356	0.952336702433617	9.29712694278638	-0.101559159815928	0.252842115123926	-0.401670266704384	0.687926709511102	0.826226465356774
FB	32.3075018054644	-0.07962318436951	0.22152488312699	-0.359432237343132	0.719271761893062	0.861878397950023	32.3075018054644	-0.941776154943654	0.222323951653156	-4.23605350633972	2.27482591807552e-05	0.00041131402551162
FROGGER	27.4322416776738	-0.185722240713915	0.192856891592767	-0.963005465763091	0.335544780342295	0.579285850567418	27.4322416776738	-0.985981810967333	0.194644212122763	-5.06555936194738	4.07202855742692e-07	1.27289602204257e-05
FW2	17.2360119161693	-0.0108724011016255	0.201418525060657	-0.0539791516115574	0.95695177462424	0.980840070647853	17.2360119161693	-0.604967892166191	0.202751676808623	-2.98378736831469	0.00284704546675129	0.0189692207097028
FW3	8.97880127652902	0.185731017931701	0.274336187160448	0.677019753952744	0.498393421041837	0.719289038905585	8.97880127652902	-0.535572686847855	0.275697651149201	-1.94260881300732	0.0520634412712971	0.160564962652788
G2	7.31957163544149	-0.289131200138357	0.27484907095302	-1.05196353451665	0.292816280274126	0.537020393449798	7.31957163544149	0.0929099449128355	0.273974961722622	0.339118379025086	0.734520553477577	0.856437656690246
G3	21.2567199579177	-0.188860437900188	0.179076920136172	-1.05463304683025	0.291593183677498	0.53519517910673	21.2567199579177	-0.622780093133667	0.180199171245766	-3.45606524618408	0.000548122626359404	0.00542101331127576
G4_DM	23.1078129140075	-0.0833874360849739	0.166993319736334	-0.499345939206636	0.617535696987203	0.802782308580543	23.1078129140075	-0.700257338400086	0.168751035372446	-4.14964765611404	3.32987434988697e-05	0.000562271758336974
G5_DM	38.8158320177719	-0.0285778614725651	0.169465464570088	-0.168635311891207	0.866083503447722	0.937681525774893	38.8158320177719	-0.726489183792281	0.170141336916936	-4.26991580621562	1.95546770494878e-05	0.00036211599086053
G5A	31.9470958651838	-0.131087545456132	0.148893310523709	-0.880412592043604	0.378635837492124	0.620387978187527	31.9470958651838	-0.834078719911035	0.150816223613362	-5.53043101018967	3.19444915319088e-08	1.38160894307915e-06
G6_DM	8.59125738246052	0.0707091625551276	0.374284070729878	0.188918439454931	0.850156741212205	0.93148985014916	8.59125738246052	0.533211006027499	0.375267815441554	1.42088125889534	0.155351282178064	0.332597165249894
GTWIN	145.272463799799	-0.0310166691382674	0.116566702968035	-0.266085154238022	0.79017362818803	0.898385195536213	145.272463799799	-0.364787384918775	0.116594494263746	-3.12868448225004	0.00175590745904992	0.0132628894272908
GYPSY10	52.8915381483207	-0.0363366301080984	0.134951817504135	-0.269256322590728	0.787732440857625	0.897481522556621	52.8915381483207	-0.714673313868957	0.135640296698081	-5.26888639487228	1.37253872521857e-07	4.90552543220247e-06
GYPSY2	74.5472890639857	-0.050210235565456	0.148557828676952	-0.33798444694989	0.735374908354636	0.870865788076937	74.5472890639857	-0.410007646460062	0.148624709129605	-2.75867753660344	0.00580357712362382	0.0326507810732007
GYPSY3	66.5954766580096	0.284060134273261	0.162233565938734	1.75093318469332	0.0799574198159029	0.237638457747901	66.5954766580096	-0.457850364549	0.162291731865956	-2.82115644022555	0.00478508615243511	0.028256440820184
GYPSY4	37.325974576487	0.00559985676852053	0.165786470356805	0.0337775257321574	0.973054557584874	0.98804709334633	37.325974576487	-0.702448356703653	0.166513191338271	-4.21857482316	2.45851386125642e-05	0.000438065718388699
GYPSY5	29.0540060933492	-0.0614176105856959	0.223880966011837	-0.274331541799978	0.783829847090609	0.895729261812477	29.0540060933492	-1.09058799957996	0.225256285395467	-4.84154303470506	1.28834766123078e-06	3.36755948380132e-05
GYPSY6	40.6455092069098	-0.0292474644413145	0.205985011238052	-0.141988313933745	0.887089236292324	0.946405823728606	40.6455092069098	-0.240093621218919	0.206004792257819	-1.16547590270831	0.24382640885256	0.441331776018862
GYPSY7	29.6452372874514	0.177258477866161	0.218044077339496	0.812947914151176	0.416247921714546	0.653475848221111	29.6452372874514	-1.05207126304864	0.219346773948431	-4.7963835715951	1.61555787369303e-06	4.10043974608755e-05
GYPSY9	25.5354943544395	0.885259523729837	0.232820587177801	3.80232493380742	0.000143344553538767	0.00180042169514945	25.5354943544395	-0.578401724583707	0.232171305973647	-2.49127135740607	0.0127286863285613	0.0585959315440606
HEL	16.2081721472229	-0.000207950245956366	0.200613146307741	-0.00103657337409668	0.99917293425678	0.999750271858176	16.2081721472229	-0.876200843005993	0.204185616492134	-4.29119767620726	1.77712027033604e-05	0.000334650036774955
HOPPER2	10.0806233854892	-0.129137555347741	0.237611141535083	-0.543482744594595	0.586797468339196	0.783130204649071	10.0806233854892	-0.501917516165359	0.238929872500529	-2.10068967480928	0.0356682162866953	0.123484147724054
INE1	7.06200457952236	-0.194114362869376	0.280109713068768	-0.692994044164831	0.488313289158088	0.712065435810682	7.06200457952236	-0.0868616008801097	0.279559895383496	-0.310708375251587	0.756022329663983	0.86920039588207
INVADER	16.055737381019	-0.000492526387942892	0.198655802822935	-0.00247929524808238	0.998021810626507	0.999553954983972	16.055737381019	-0.469058032561187	0.199546484278089	-2.35062037929722	0.018742144146014	0.0777266390683308
INVADER2	22.2332238262043	-0.0261941051497961	0.170511736257377	-0.15362054087736	0.877908939915447	0.942864887637379	22.2332238262043	-0.335366620146373	0.170824755529446	-1.96322025520805	0.0496205867669324	0.154901648376833
INVADER3	19.595155156859	0.0585329434645307	0.173165771898781	0.338016819506019	0.73535051288452	0.870865788076937	19.595155156859	-0.444885094330616	0.173973883203035	-2.55719471302147	0.0105520134294793	0.0511735553855013
INVADER5	9.76033364740242	-0.253709930005269	0.299824875782059	-0.846193730068247	0.397444679100355	0.636571758022147	9.76033364740242	-0.973037131699287	0.303318250747042	-3.20797422938711	0.00133673475922529	0.0107262474585329
INVADER6	70.6232722910249	0.0151558116730803	0.126243439052713	0.120052271918479	0.904441740343634	0.953912282814379	70.6232722910249	-0.687162281555769	0.126679368836615	-5.4244214181556	5.8142561567232e-08	2.28451814824582e-06
IVK	11.4774394372619	-0.0271091193966928	0.256582520308007	-0.105654583812453	0.915856415449837	0.959920443478624	11.4774394372619	-0.110911702778294	0.256570559579607	-0.432285383638808	0.665534009003835	0.811511775516666
JOCKEY2	42.7376436280238	-0.12642950943994	0.137965720944369	-0.916383494208099	0.359465789434094	0.60314170453936	42.7376436280238	-0.8847590721451	0.13953516623811	-6.34076051219449	2.28633710722967e-10	1.75176291234553e-08
JUAN	22.7907837247966	0.325364889328715	0.219368435164353	1.48318917935914	0.138024155299217	0.338943643710904	22.7907837247966	-0.107218950762594	0.219221757651918	-0.489089002437601	0.624778687062161	0.783786525245091
LOOPER1_DM	26.1999102174775	-0.1405246485853	0.220130176229674	-0.638370672263866	0.52323241731962	0.737170759038308	26.1999102174775	-1.18534075562174	0.222269803538835	-5.33289154329339	9.66610495653784e-08	3.56918014042763e-06
MARINER2	12.2560373368057	-0.0430876034248409	0.221163434516994	-0.194822455705398	0.845531942011998	0.92890650154803	12.2560373368057	-0.595425306322986	0.223052049121128	-2.66944557859516	0.007597658431462	0.0397987517728473
McCLINTOCK	5.70479014650394	-0.100266505449927	0.317611112166897	-0.315689538586545	0.752238167949051	0.879135025675443	5.70479014650394	-0.149230237182749	0.317478656677091	-0.470048093136955	0.638320657780477	0.792262118429773
OPUS	71.9689862087427	0.635594106961379	0.176128585666694	3.6086936402486	0.00030774276716044	0.00345159819939355	71.9689862087427	0.180546588883649	0.17601320711663	1.02575591821366	0.305006649298858	0.507291082767654
OSV	19.1522147788662	-0.0773184210188419	0.201253670698775	-0.384183904573685	0.70084214695381	0.851701265826202	19.1522147788662	-0.163301204465277	0.201239493231172	-0.811476921568699	0.417091840942799	0.619923481828053
PPI251	41.1971104745869	0.170316238334628	0.171623777290864	0.992381364768475	0.321011525953098	0.564486125975926	41.1971104745869	-0.697593091387305	0.172135345162418	-4.05258484670357	5.06548440772923e-05	0.000787044022235142
Q	8.54642231646678	-0.0822696681412651	0.281629982399898	-0.292119707710833	0.770195098966917	0.886995183383599	8.54642231646678	-0.809167712159758	0.285417287288613	-2.83503399477528	0.00458208096026971	0.0272943296851052
QBERT	23.4405750611822	-0.00847630748207784	0.17818425386611	-0.0475704631479224	0.962058572362483	0.983071163875099	23.4405750611822	-0.0732122276002573	0.178174920533773	-0.410900857320041	0.681145233768417	0.821219455228857
QUASIMODO	13.4436286062558	-0.150198436926548	0.205527470565542	-0.730794946842153	0.464904410527707	0.693328270768016	13.4436286062558	-0.845864903775053	0.209658087759112	-4.03449689356566	5.47194139788041e-05	0.000843780246498314
ROOA_LTR	171.505189047963	0.126928578583366	0.0642676049265324	1.97500091575631	0.048268044086939	0.168794413851377	171.505189047963	-1.01692267042269	0.0656287787245596	-15.4950722866665	3.7453930005427e-54	4.5914772793653e-50
ROVER	21.6220278928148	-0.297907878910118	0.255914512584356	-1.16409138310169	0.244386980304033	0.482803091177281	21.6220278928148	0.0494311635564662	0.255772923936565	0.193261909023356	0.846753856110576	0.924835666612576
ROXELEMENT	37.2023989624639	-0.137861626102113	0.183267171076561	-0.752243979607894	0.451904350005555	0.68244763144486	37.2023989624639	-0.593690411767251	0.183595031546567	-3.23369541520882	0.00122199703935783	0.0100558670929776
RT1B	56.9461452597837	-0.0855398530700389	0.178966691565203	-0.477965214207885	0.632674963913181	0.813033716484186	56.9461452597837	-0.646483079550386	0.179162612846982	-3.60835929593486	0.000308139555777562	0.00344660840718716
S2	11.3087947807998	-0.242240197306583	0.226178506344182	-1.07101333907458	0.284163431928887	0.526332753490342	11.3087947807998	-1.19159410905763	0.235788575143668	-5.05365498871852	4.33434275018178e-07	1.34178554986057e-05
SPRINGER	379.268766864225	1.74566039688545	0.403494970526344	4.32634982936293	1.51600589688967e-05	0.00026891929376398	379.268766864225	-0.681488268044853	0.403490207830241	-1.68898341228537	0.0912226088204823	0.23383680496455
STALKER2	68.695415728594	0.167228114897032	0.296088668365331	0.564790661595657	0.572216159535206	0.773783321213947	68.695415728594	-0.589843458588323	0.296112456385945	-1.99195760214672	0.0463757099744855	0.147989733546458
STALKER3	0.556097789246585	-0.733537875412042	1.00536889720746	-0.729620617317225	0.465622116204897	NA	0.556097789246585	-0.300317486560111	0.998705714990101	-0.300706686717106	0.763638169396635	NA
TABOR	17.0690741966193	-0.486862085128656	0.213407346259156	-2.28137453402108	0.0225262936410348	0.100047755758953	17.0690741966193	-0.650941255668798	0.21368331843999	-3.04628952985679	0.00231684619512193	0.0162484081842104
TAHRE	37.8252261571722	-0.0142723484443284	0.197148543054168	-0.0723938824158945	0.942288453147195	0.973580392987985	37.8252261571722	0.276873838946309	0.197253674134447	1.40364350707907	0.160425032700047	0.340525130634398
TC1	14.8621679467334	-0.121247530599471	0.196261624443866	-0.617785218801905	0.536716928230644	0.747217421773809	14.8621679467334	-0.761470051744293	0.199362154759029	-3.81953160901922	0.00013370532574921	0.00176436338897693
TC1-2	33.0175392973284	0.014268041967133	0.147181778032104	0.0969416333863067	0.922772745828394	0.963881751848825	33.0175392973284	-0.765701972114056	0.148787326157992	-5.14628491475801	2.65695783156717e-07	8.84861617889538e-06
TC3	17.8568187290909	-0.150638563824692	0.193980324341737	-0.776566202453142	0.437414748097906	0.670219387645317	17.8568187290909	-0.83427488624705	0.196732463540219	-4.24065693701077	2.22866546571906e-05	0.000405359197985905
Tinker	87.5977564827904	0.370403172371204	0.154494650984145	2.39751454184143	0.0165067257527147	0.0798017622536555	87.5977564827904	-0.244762677030678	0.154467235768988	-1.58456047855178	0.113066230401167	0.269141568526188
TIRANT	34.9529200158643	-0.121475419035386	0.19517301400893	-0.622398642825839	0.533679772629512	0.745185228144984	34.9529200158643	-0.3295607951	0.195226134106187	-1.68809773654968	0.0913924688885259	0.234046433278554
TRANSIB1	10.0278869203762	-0.230906648396081	0.25114773552512	-0.919405655453283	0.357883432316827	0.601595628957317	10.0278869203762	-0.84762015750463	0.255042063504607	-3.32345239784072	0.00088910595662479	0.00781329743531419
TRANSIB2	18.2106926791782	-0.136005917767321	0.186022643277202	-0.731125605847091	0.46470243534535	0.693128502255867	18.2106926791782	-0.764485164869831	0.188461187648778	-4.05645944614628	4.98222083596763e-05	0.000777061644123756
TRANSIB4	24.2669342581116	-0.171416966001564	0.197387939942838	-0.868426744061492	0.385160759363452	0.625926210518269	24.2669342581116	-0.713677726681872	0.198335704371091	-3.59833207512937	0.000320264532805379	0.00355949492988318
DM14101	1029.54286130777	0.146273255260069	0.181674649265782	0.805138503644927	0.42073975891559	0.65684092842483	1029.54286130777	1.01623705384559	0.181676900103578	5.59365033896007	2.22344521618964e-08	1.02430860835924e-06
AY561850	906.709162301045	0.194902517173089	0.220581861453212	0.883583608774785	0.376921030554271	0.619221535066036	906.709162301045	0.708075177932184	0.220582600553538	3.21002280395332	0.00132724442310959	0.0107059836697419
GYPSY12	280.025476157714	-0.252684470290939	0.129945315421572	-1.94454466843359	0.0518298043256803	0.177445303847365	280.025476157714	-0.123355385975676	0.129940164422916	-0.949324533515225	0.342455579489929	0.546778190800605
INVADER4	218.127097222945	0.276779969765058	0.163476136524474	1.69309096513681	0.0904381537611856	0.258209394509507	218.127097222945	-0.162790036540928	0.163473878136461	-0.995816814262139	0.319339159074224	0.522625043570825
STALKER4	188.504691179535	-0.0948062342350522	0.111116937622066	-0.853211366907082	0.393542100964676	0.633063683784684	188.504691179535	0.0308615103659362	0.111114594679816	0.27774488540291	0.78120820207102	0.884743883212932
TARTC	206.542610182035	0.0868200555770184	0.509612902426128	0.170364712438975	0.864723321816039	0.937621973045776	206.542610182035	-1.10947927108161	0.509615351582328	-2.17709154097642	0.0294737380787402	0.107920715384491
TRANSIB3	170.499313669648	0.0369344062196876	0.118015798262989	0.312961542126607	0.754309880402664	0.879850290683849	170.499313669648	-0.240568243485456	0.118022944659549	-2.03831758459683	0.0415181824103729	0.137300080433979
STALKER	144.308531115199	-0.127885757270041	0.108160006332408	-1.18237564518081	0.237056682477959	0.475287113255707	144.308531115199	0.066864637658331	0.108154584736433	0.618232114905498	0.536422343278667	0.720657699315417
DMAURA	84.1067355815704	0.102772666724017	0.176562898637548	0.58207396637156	0.560516859920528	0.764921497506886	84.1067355815704	-0.04189194378384	0.1765620537034	-0.237264706119768	0.812451440841534	0.905111069908793
RT1C	80.5250932266822	-0.314195601313769	0.14843819209462	-2.11667628714778	0.0342873306843144	0.133152723915636	80.5250932266822	-0.119699240381553	0.14837536489564	-0.806732576298928	0.419820571532071	0.622427728116571
GYPSY8	66.4074655088703	-0.114334631821198	0.173160555664681	-0.660281040230682	0.509073494795522	0.727433688170335	66.4074655088703	-0.0619081122174771	0.173149064988548	-0.357542284283035	0.720685876976037	0.847390002479305
GYPSY11	31.7361378328992	-0.125844080033331	0.20949054345326	-0.600714848312038	0.548029927604575	0.756161338577262	31.7361378328992	-0.720534032850826	0.209989620216106	-3.43128404208411	0.000600731231221919	0.00579871193980276
R1-2	27.2600016805551	0.00225615306608924	0.175303919567043	0.0128699522044993	0.989731547308881	0.994559092935837	27.2600016805551	-0.199293981647054	0.175351783029972	-1.13653809618229	0.255731431086919	0.454003900967256
