Regime	Pop	Age	Sex	DMCOPIA	DM_ROO	Beagle	DMU89994	DMLINEJA	DMRER1DM	DMBLPP	DME487856	DMW1DOC	DMRER2DM	OPUS	1360	AF222049	DMIS297	DMCR1A	RT1B	DMRTMGD1	BLOOD	SPRINGER	DMTN1731	F	DM14101	DM23420	DME9736	412	ROOA_LTR	DOC3	DME010298	PPI251	QUASIMODO	AY561850	STALKER2	GYPSY4	INVADER2	Tinker	BAGGINS	DM06920	DOC2	Beagle2	JUAN	ACCORD	DMDM11	DMMDG3	TABOR	TC1-2	ROVER	DMIS176	ROXELEMENT	BS	DMIFACA	TAHRE	GYPSY12	DMGYPF1A	GYPSY7	CIRC	INVADER4	TRANSIB2	IVK	TIRANT	DMTNFB	DMPOGOR11	DM33463	DM88	GYPSY6	DME278684	DMTRDNA	GYPSY2	DIVER2	TC1	McCLINTOCK	GTWIN	INVADER	G4_DM	DMHFL1	STALKER4	GYPSY10	G5_DM	TARTC	INVADER6	DMBARI1	DMTHB1	QBERT	INVADER3	G5A	TRANSIB3	GYPSY3	STALKER	DOC5	JOCKEY2	FB	DMAURA	FW2	MARINER2	G2	DOC4	HEL	FROGGER	BS3	TC3	G6_DM	HOPPER2	TRANSIB4	RT1C	DMTOM1_LTR	GYPSY8	GYPSY5	INE1	DMZAM	LOOPER1_DM	S2	GYPSY11	G3	TRANSIB1	DMREPG	GYPSY9	R1-2	FW3	AF541951	OSV	INVADER5	Q	STALKER3	BS4
Cont_B1_young_F	Cont	B1	young	F	396590.18278619	9727.73906645292	395.078876690205	2222.10302697373	1326.70592216056	1759.73997477733	1557.88744825876	1930.5382664469	1537.18462502608	674.56699033131	629.710873327182	1641.56135882415	2028.8766768021	2339.41902529222	1729.54835756301	1152.45715995221	1334.46948087281	1768.36615112428	671.116519792531	667.666049253752	1344.82089248915	633.161343865961	1415.55553853412	690.094107755816	1833.92509136108	1205.93945330329	1128.30386618076	738.400695298723	960.093427415279	645.237990751688	862.61763469477	1660.53894678743	948.016780529553	734.950224759944	966.131750858143	572.778109437328	615.908991172066	405.430288306542	657.314637637415	383.002229804478	731.499754221165	162.172115322617	477.890169620903	310.542348490117	492.554669410714	554.663139108737	388.177935612647	417.506935192269	361.436788937109	292.427378161527	424.407876269827	384.727465073868	213.929173404303	238.945084810451	381.276994535088	203.577761787966	294.152613430917	417.506935192269	281.213348910495	345.047053877908	690.094107755816	305.366642681949	203.577761787966	365.749877110583	269.136702024768	239.807702445146	317.443289567675	255.334819869652	267.411466755379	75.9103518531398	417.506935192269	203.577761787966	283.801201814579	269.136702024768	148.370233167501	239.807702445146	288.114289988053	453.736875849449	232.906761367588	488.24158123724	190.638497267544	193.226350171629	169.073056400175	191.501114902239	193.226350171629	124.216939396047	128.530027569521	179.424468016512	133.705733377689	44.8561170041281	79.3608223919189	69.8720284102764	104.376733798067	122.491704126657	58.6579991592444	77.6355871225293	77.6355871225293	79.3608223919189	77.6355871225293	60.3832344286339	49.1692051776019	75.9103518531398	91.4374692776457	84.5365282000875	57.7953815245496	81.0860576613084	61.2458520633287	51.7570580816862	56.9327638898548	53.4822933510758	56.9327638898548	43.1308817347385	53.4822933510758	86.261763469477	27.6037643102327	24.1532937714536	18.9775879632849	25.8785290408431	18.9775879632849	18.9775879632849	14.6644997898111	11.214029251032	3.45047053877908
Cont_B2_young_F	Cont	B2	young	F	189326.338102378	8172.44593794938	3554.14711785729	1602.20593370185	1230.05175693715	1763.62220314197	3136.40779092662	1216.60040115048	890.778672095434	1224.07337658752	708.438071431603	1337.66260323056	1120.19901801263	2332.31563390088	1185.2139043149	1244.99770781124	1464.70318566028	3244.01863722003	907.966515600631	425.212302367703	878.821911396166	828.005678424279	875.832721221349	490.974486213675	1231.54635202456	1204.64364045121	880.316506483575	502.183949369238	700.217798450857	545.527206904083	334.789299579492	499.942056738125	624.740746536731	578.408298827069	1022.30303978738	394.57310307583	381.121747289154	302.65550520021	449.873121309942	348.240655366168	396.067698163238	159.921674352704	307.139290462436	181.593303120126	387.847425182492	490.22718866997	336.2838946669	313.117670812069	302.65550520021	264.543330471295	272.763603452041	258.564950121661	149.459508740845	104.621656118591	266.785223102408	158.427079265295	254.081164859436	147.217616109732	263.048735383887	263.048735383887	461.82988200921	233.156833635718	140.491938216394	266.037925558703	200.275741712732	179.351410489014	344.504167647647	170.383839964563	228.673048373492	51.5635305155914	294.435232219464	155.437889090478	212.232502411999	173.37303013938	138.250045585281	167.394649789746	177.856815401605	10.4621656118591	245.113594334985	141.986533303802	144.975723478619	158.427079265295	119.567606992676	150.206806284549	133.018962779352	109.105441380817	115.08382173045	137.502748041577	110.600036468225	95.6540855941406	58.2892084089294	44.8378526222534	73.2351592830139	121.062202080084	38.8594722726196	46.3324477096618	83.697324894873	67.2567789333801	50.8162329718872	71.7405641956054	51.5635305155914	65.7621838459716	65.7621838459716	80.7081347200561	62.0256961274505	41.8486624474365	52.3108280592956	32.8810919229858	55.3000182341125	47.8270427970703	16.4405459614929	38.8594722726196	40.354067360028	72.4878617393096	15.6932484177887	20.177033680014	17.9351410489014	19.4297361363098	17.9351410489014	7.47297543704223	11.9567606992676	4.48378526222534	1.49459508740845
Cont_B3_young_F	Cont	B3	young	F	318434.125755048	7708.88603129285	1170.81724170471	1170.81724170471	1562.09551234314	4914.61601629656	2043.90088929894	1494.70311097354	2311.45878130362	1082.30184886105	925.388197910937	1978.52020140306	1047.09686307096	2069.04730772043	2490.50128046465	1439.38099044625	1346.84217065516	4010.35080985968	255.487611162367	720.193423591555	2019.76032761431	513.992792535314	985.73960212252	1072.24328149246	1601.32392508067	1345.8363139183	1343.82460044458	1665.69875623969	496.893228008699	703.09385906494	941.481905700693	878.112931278531	1050.11443328154	1042.06757938666	564.2856293783	1313.64889833879	603.514042115829	557.244632220282	516.004506009033	367.137708953796	490.858087587541	539.139210956807	457.66481527117	353.05571463776	513.992792535314	519.022076219613	575.350053483757	654.812735695674	364.120138743217	521.033789693332	372.166992638094	337.967863584864	280.63402958386	255.487611162367	366.131852216936	261.522751583526	346.014717479742	352.0498579009	742.322271802469	315.83901537395	375.184562848673	374.178706111814	279.628172847001	400.330981270166	420.448116007361	262.528608320385	523.045503167051	354.061571374619	305.780448005353	120.702808423166	251.464184214929	251.464184214929	386.24898695413	276.610602636421	213.241628214259	258.505181372947	390.272413901569	297.733594110475	197.147920424504	355.067428111479	232.352906214594	291.698453689317	148.866797055238	239.393903372612	243.417330320051	187.089353055907	148.866797055238	299.745307584195	173.007358739871	314.833158637091	132.773089265482	92.5388197910937	118.691094949446	146.855083581518	86.5036793699354	84.491965896216	54.3162637904246	124.726235370605	102.597387159691	112.655954528288	58.3396907378634	93.5446765279534	128.749662318043	72.4216850538994	116.679381475727	60.3514042115829	64.3748311590217	185.077639582187	112.655954528288	54.3162637904246	45.2635531586871	74.4333985276189	62.3631176853023	96.5622467385326	48.2811233692663	44.2576964218274	34.1991290532303	34.1991290532303	20.1171347371943	24.1405616846331	22.1288482109137	18.1054212634749	4.02342694743886
Cont_B4_young_F	Cont	B4	young	F	257754.080153632	8136.36273410693	1800.42280505244	1876.89592891675	1270.77561384404	4040.80210048476	1552.12118065349	2641.6271675599	2821.00856921693	562.691133618906	896.907008285169	1723.00556854782	2156.35327044561	1702.23509046122	1946.76026429897	1765.49063736133	1625.76196659691	4101.22530946397	1642.75599412231	381.421506681272	1742.83193399413	387.086182523073	942.224415019577	621.226117317517	1476.59216942948	1368.96332843526	1315.14890793815	671.264087253427	1049.8532560138	669.375861972826	351.209902191666	481.497446553091	944.112640300178	951.665541422579	628.779018439918	621.226117317517	202.040105024238	502.267924639695	398.415534206675	371.98038027827	441.844715660483	334.215874666263	455.062292624686	373.86860555887	541.920655532302	538.144204971101	515.485501603897	456.950517905286	543.808880812902	466.391644308288	309.668946018458	235.084047434744	506.044375200895	258.686863442249	443.732940941084	270.960327766151	349.321676911066	358.762803314068	354.986352752867	273.792665687052	321.942410342361	294.563143773655	230.363484233243	339.880550508064	252.078074960147	231.307596873544	437.124152458982	296.451369054256	283.233792090053	99.1318272315187	285.122017370654	207.704780866039	317.22184714086	202.040105024238	247.357511758647	248.301624398947	224.698808391442	258.686863442249	192.598978621236	311.557171299059	181.269626937634	242.636948557146	204.872442945139	179.381401657034	169.940275254032	206.760668225739	181.269626937634	228.475258952643	146.337459246528	73.6407859434139	86.8583629076164	71.7525606628135	107.62884099422	158.61092357043	77.4172365046146	69.8643353822132	61.3673216195116	88.7465881882167	71.7525606628135	69.8643353822132	58.534983698611	96.2994893106181	102.908277792719	104.79650307332	76.4731238643144	86.8583629076164	86.8583629076164	81.1936870658153	50.9820825762096	43.4291814538082	41.5409561732078	52.87030785681	33.9880550508064	100.075939871819	39.6527308926075	32.099829770206	22.6587033672043	20.7704780866039	18.8822528060036	18.8822528060036	15.1058022448028	11.3293516836021	3.77645056120071
Cont_B5_young_F	Cont	B5	young	F	211169.267919314	6310.75417158947	767.827106134776	1496.42217035026	2086.77099161203	2806.02509346577	902.336964143787	1544.99517463129	1471.20157197357	808.927340526418	844.422997501018	1137.72921565956	1213.39101078963	1729.01213315751	1400.21025802437	1573.0180617165	764.090721190081	2062.48448947151	298.910795575582	360.561147163046	1337.62581020073	715.517716909049	1128.38825329782	556.721356759521	1470.26747573739	1180.69764252355	1042.45139956984	725.79277550696	1021.90128237402	394.188611665298	532.434854619005	577.271473955342	621.173997055506	670.681097572712	511.884737423184	528.69846967431	465.179925614499	381.111264358867	649.196884140717	155.059975204833	291.438025686192	330.670067605487	292.372121922366	267.151523545676	388.584034248256	206.435268194386	453.970770780415	372.704398233303	452.102578308067	274.624293435066	196.160209596476	379.243071886519	256.876464947766	164.40093756657	263.415138600981	186.819247234739	213.908038083776	196.160209596476	261.546946128634	269.953812254197	151.323590260138	245.667310113681	196.160209596476	285.83344826915	212.973941847602	266.217427309503	315.724527826708	261.546946128634	198.028402068823	55.1116779342479	158.796360149528	171.87370745596	198.028402068823	208.303460666734	138.246242953707	201.764787013518	227.919481626381	263.415138600981	146.65310907927	351.220184801309	129.839376828143	151.323590260138	141.048531662228	192.423824651781	121.43251070258	142.916724134575	104.618778451454	139.18033918988	130.773473064317	148.521301551617	63.5185440598111	59.7821591151164	74.7276988938954	95.2778160897167	48.573004281032	63.5185440598111	80.3322763109376	82.200468783285	50.4411967533794	63.5185440598111	32.6933682660793	37.3638494469477	88.7391424365008	85.9368537279798	59.7821591151164	39.2320419192951	51.3752929895531	34.5615607384266	40.1661381554688	42.9684268639899	42.9684268639899	37.3638494469477	18.6819247234739	52.3093892257268	26.1546946128634	24.286502140516	13.0773473064317	15.8796360149528	18.6819247234739	13.0773473064317	13.0773473064317	7.47276988938954	1.86819247234739
Sel_O1_young_F	Sel	O1	young	F	98108.1348060909	8647.14556449491	642.910450891815	1980.52136121951	861.678590431391	990.260680609754	1012.58396015461	921.504979611601	1459.0495510517	873.286695794715	716.130807798938	1234.03089323957	779.528921706325	1529.59111441344	1131.34380733323	1258.14003514801	1048.30120742638	1001.86878597308	268.77228572005	483.968700532449	832.211861432182	887.573594703422	814.353237796299	475.039388714508	1264.39055342057	1082.23259233455	769.706678706589	521.471810167805	835.783586159359	384.853339353295	601.835616529282	642.910450891815	591.120442347752	485.754562896038	1085.80431706173	391.103857625854	319.669363082319	300.917808264641	293.774358810288	373.24523398997	283.952115810552	252.699524447755	228.590382539312	241.984350266225	362.53005980844	383.067476989706	326.812812536672	325.026950173084	282.166253446963	278.594528719786	319.669363082319	241.984350266225	214.303483630605	108.937604178891	251.806593265961	166.085199813719	219.66107072137	167.871062177307	230.3762449029	332.170399627438	314.311775991554	239.305556720842	124.117434269392	192.873135267544	175.907442813455	371.459371626382	287.523840537728	162.513475086542	207.160034176251	50.8970773622687	314.311775991554	135.725539632716	189.301410540368	179.479167540632	212.517621267017	153.5841632686	171.442786904484	114.295191269656	173.228649268072	212.517621267017	139.297264359893	144.654851450658	138.404333178099	137.511401996305	141.083126723482	163.406406268336	144.654851450658	117.866915996833	107.151741815302	94.6507052701838	73.2203569071233	42.860696726121	75.0062192707117	94.6507052701838	42.860696726121	60.7193203620047	55.3617332712396	58.9334579984164	54.4688020894454	41.0748343625326	62.5051827255931	53.5758709076512	61.6122515437989	83.9355310886536	51.7900085440629	51.7900085440629	57.147595634828	28.573797817414	51.7900085440629	40.1819031807384	21.4303483630605	33.9313849081791	39.2889719989442	76.7920816343001	19.6444859994721	21.4303483630605	12.5010365451186	14.286898908707	12.5010365451186	8.92931181794187	10.7151741815302	8.92931181794187	1.78586236358837
Sel_O2_young_F	Sel	O2	young	F	72895.7920296539	5908.87237387152	840.720347435825	2272.42325202609	1492.70755565136	1046.61104476705	1296.34883504844	1666.18953210638	1662.37674141506	2699.45580945381	650.080812869879	1176.24592827189	885.520638058823	1437.42209062724	1194.35668405566	893.146219441461	809.264824232444	430.84534811904	1062.81540520515	751.119766189831	873.129068312036	781.622091720382	873.129068312036	587.169766463116	1067.5813935693	1124.77325393909	726.336626696257	459.441278303932	1218.1866258764	389.857848187361	1061.86220753232	545.229068858608	491.849999180143	474.692441069208	564.293022315203	388.904650514532	406.062208625467	301.210464614196	417.500580699424	496.615987544291	266.895348392326	139.166860233141	343.151162218704	301.210464614196	343.151162218704	276.427325120623	291.678487885899	333.619185490407	207.797092676882	162.043604381055	464.207266668081	227.814243806306	400.343022588488	104.851744011271	240.205813553093	135.354069541822	222.095057769328	173.481976455012	224.954650787817	232.580232170455	291.678487885899	219.235464750839	134.400871868993	240.205813553093	190.639534565947	143.93284859729	296.444476250047	184.920348528968	186.826743874628	55.2854650241246	226.861046133477	118.196511430887	200.171511294244	180.15436016482	163.949999726714	153.464825325587	165.856395072374	51.4726743328056	144.88604627012	133.447674196163	148.698836961439	132.494476523333	110.570930048249	135.354069541822	106.75813935693	168.715988090863	120.102906776547	121.056104449376	111.524127721079	72.4430231350598	53.3790696784651	36.2215115675299	84.8345928818463	95.3197672829734	40.9874999316786	46.706685968657	41.9406976045083	67.6770347709111	44.8002906229975	115.336918412398	40.9874999316786	49.5662789871462	74.3494184807193	65.7706394252517	47.6598836414867	38.1279069131894	55.2854650241246	33.3619185490407	54.3322673512948	28.595930184892	19.0639534565947	34.3151162218704	36.2215115675299	66.7238370980814	20.0171511294244	17.1575581109352	10.4851744011271	13.3447674196163	11.4383720739568	7.62558138263787	7.62558138263787	15.2511627652757	2.8595930184892
Sel_O3_young_F	Sel	O3	young	F	88883.500322364	7726.18992445052	5666.68779446473	2170.42527269495	866.423287932955	730.171238620917	903.106531978503	1998.36338990988	1850.75700315517	1699.65697411041	1350.29274510519	1883.07319433816	1030.62447556541	1338.06499709001	1325.83724907482	1179.10427289263	883.891499383216	658.551571674847	971.232556634522	661.171803392386	834.107096749971	1566.89856708843	494.350384042391	422.730717096321	1151.15513457221	1208.80023235807	807.031369002067	524.919754080349	1184.34473632771	393.034757630877	839.34756018505	503.084489767522	496.970615759931	570.337103851028	739.778754918561	462.907603431921	526.666575225375	317.921448394754	489.109920607313	601.779884461498	447.186213126686	218.352643128265	557.235945263332	218.352643128265	381.680420188207	421.857306523808	298.706415799466	284.731846639257	256.782708318839	220.972874845804	455.920318851817	230.580391143448	275.124330341614	134.505228167011	250.668834311248	163.327777059942	240.187907441091	169.441651067533	234.0740334335	232.327212288474	360.718566447893	200.884431678004	120.530659006802	279.491383204179	209.618537403134	160.707545342403	329.275785837423	195.643968242925	211.36535854816	48.9109920607313	232.327212288474	144.112744464655	232.327212288474	163.327777059942	174.682114502612	170.315061640047	164.201187632455	209.618537403134	203.504663395543	179.049167365177	137.998870457063	161.580955914916	122.277480151828	137.998870457063	152.846850189785	174.682114502612	157.213903052351	141.492512747116	120.530659006802	52.4046343507835	62.8855612209403	40.1768863356007	82.9740043887406	94.3283418314104	49.7844026332444	45.4173497706791	50.6578132057574	67.2526140835055	49.7844026332444	51.5312237782705	38.4300651905746	69.8728458010447	68.9994352285317	71.6196669460709	55.0248660683227	50.6578132057574	50.6578132057574	34.0630123280093	45.4173497706791	40.1768863356007	20.9618537403134	36.6832440455485	36.6832440455485	57.6450977858619	13.9745691602089	22.7086748853395	15.7213903052351	9.60751629764365	18.3416220227742	10.4809268701567	9.60751629764365	5.24046343507835	3.49364229005224
Sel_O4_young_F	Sel	O4	young	F	64696.6500071855	6934.64928097724	1063.91752047186	2138.29980344016	1179.02990793275	2511.54299914669	1039.49974131349	1210.42419542208	1287.16578706268	1669.1296181829	781.368933067858	1845.28645353972	692.418451848079	1746.74327336487	1145.89149336068	809.27496639171	837.180999715562	974.967039252082	561.608920642523	679.337498727524	861.598778873933	981.943547583045	971.4787850866	793.577822647043	1510.41405365349	1156.35625585712	685.441943517116	546.783840439226	1213.91244958757	381.963831120225	940.956561138637	747.358454954413	542.423522732375	470.042248798633	704.627341427265	427.311135271485	524.982251904967	312.198747810595	457.833359219448	310.454620727854	399.405101947633	181.389216605038	343.593035299929	191.853979101483	408.997800902707	271.211761366187	338.360654051706	330.512082179373	247.666045749187	228.480647839039	460.449549843559	247.666045749187	218.015885342594	100.287307257593	284.292714486743	129.937467664186	249.410172831928	176.156835356816	275.572079073039	263.363189493854	280.804460321261	233.713029087261	134.297785371038	247.666045749187	170.924454108594	172.668581191335	359.290179044595	174.412708274075	197.086360349705	45.3473041512596	252.026363456039	137.78603953652	207.55112284615	247.666045749187	170.924454108594	185.74953431189	162.20381869489	64.5327020614079	183.133343687779	142.146357243371	132.553658288297	129.065404122816	126.449213498705	126.449213498705	141.274293702001	129.065404122816	141.274293702001	116.856514543631	113.368260378149	88.0784176784081	62.7885749786672	47.0914312340004	85.462227054297	111.624133295408	40.1149229030373	52.3238124822226	57.5561937304449	69.7650833096302	46.21936769263	52.3238124822226	39.242859361667	54.9400031063338	62.7885749786672	73.2533374751117	45.3473041512596	40.1149229030373	49.7076218581115	34.0104781134447	46.21936769263	38.3707958202966	21.8015885342594	38.3707958202966	38.3707958202966	53.195876023593	20.929524992889	22.6736520756298	13.0809531205557	13.0809531205557	8.72063541370377	11.3368260378149	8.72063541370377	8.72063541370377	0.872063541370377
Sel_O5_young_F	Sel	O5	young	F	43903.0561312991	6113.9910357115	862.592791979471	1238.46655930579	998.440738928895	1745.18773565702	682.573426696799	1038.44504232504	1127.62130197896	815.087681696544	879.261251727867	1190.12802603544	1915.20602509065	1608.50636572017	1071.78196182184	646.736238237748	707.576116319392	978.43858723082	376.70719031374	628.400932514513	775.083378300394	1384.31558210425	915.098440186917	486.719024653151	1170.12587433737	1183.46064213609	640.06885433839	480.051640753793	806.753451822346	401.709879936333	1037.61161933762	486.719024653151	511.721714275744	448.381567231841	663.404697986144	420.045185659569	364.205845502443	253.360588175613	501.720638426707	200.854939968167	320.034427169195	253.360588175613	298.365429496281	236.692128427217	379.207459275999	300.03227547112	355.038192640826	306.699659370479	308.366505345318	215.856553741723	250.026896225934	212.522861792044	213.356284779463	75.0080688677801	281.696969747885	118.346064213609	217.523399716562	153.349829685239	220.857091666241	258.361126100131	310.033351320158	237.525551414637	129.180563050066	403.376725911173	172.518558395894	162.517482546857	300.03227547112	170.018289433635	194.187556068808	51.6722252200263	263.36166402465	156.683521634918	187.52017216945	200.021516980747	151.6829837104	178.352519307833	153.349829685239	105.011296414892	179.185942295252	159.183790597178	134.181100974584	155.016675660079	161.684059559437	130.013986037485	120.012910188448	131.680832012325	120.012910188448	123.346602138127	100.010758490373	74.1746458803603	60.0064550942241	45.0048413206681	60.0064550942241	116.679218238769	41.6711493709889	50.0053792451867	42.5045723584087	60.8398780816439	43.3379953458285	66.6738389935823	56.672763144545	51.6722252200263	63.3401470439032	80.0086067922988	52.5056482074461	46.6716872955076	50.0053792451867	35.0037654716307	60.8398780816439	36.6706114464703	16.6684597483956	38.3374574213098	45.0048413206681	86.675990691657	21.6689976729143	18.3353057232351	15.001613773556	15.001613773556	10.0010758490373	6.66738389935823	10.0010758490373	10.0010758490373	0
Cont_B1_old_M	Cont	B1	old	M	3374372.2029943	19665.5921765235	1270.80361186456	6109.10408889462	4558.39879654072	8099.65487916035	4543.40406365736	8299.58465093845	4256.00501672634	15093.4482081731	4813.3092555578	3869.89064497988	3918.6235268508	2455.38750964981	3883.63581678963	3031.43516458547	3208.87283703853	2913.97642366583	8279.59167376064	3912.37572148273	3061.42463035218	1546.95660913306	2853.9974921324	2888.98520219357	1989.30122919211	2444.1414599873	2111.7582144062	3226.36669206912	1916.82668692255	2870.24178608937	2221.71958888416	3811.16127452007	2044.28191643109	1536.96012054416	817.212942142991	1471.98294471627	1194.58038637416	1248.31151253952	769.729621345692	1207.07599711029	1159.59267631299	652.270880426057	1264.55580649649	962.162026682115	864.69626294029	684.759468339999	1109.61023336847	769.729621345692	612.284926070437	802.218209259634	679.761224045546	725.994983769232	643.523952910765	1225.81941321449	762.232254904013	683.509907266386	619.782292512116	902.183095148685	439.845497911824	658.518685794123	547.307750242554	492.327063003576	569.79984956759	559.803360978685	454.840230795182	493.576624077189	307.392024108832	547.307750242554	467.335841531313	744.738399873429	628.529220027408	491.077501929963	444.843742206277	549.80687238978	508.571356960547	417.353398586788	573.54853278843	664.766491162189	341.130173096386	309.891146256058	357.374467053357	426.10032610208	377.367444231167	314.88939055051	377.367444231167	329.884123433868	272.404314047664	302.393779814379	207.427138219781	118.708301993248	232.418359692043	217.423626808686	197.430649630876	171.189867085	154.945573128029	189.933283189197	132.453473802992	139.950840244671	144.949084539124	72.4745422695619	69.9754201223356	103.71356910989	74.9736644167882	69.9754201223356	84.9701530056933	129.954351655766	82.471030858467	127.45522950854	77.4727865640145	74.9736644167882	117.458740919635	74.9736644167882	87.4692751529196	22.4920993250365	57.4798093862043	57.4798093862043	44.9841986500729	46.2337597236861	34.9877100611678	22.4920993250365	28.7399046931021	17.4938550305839	4.99824429445255
Cont_B2_old_M	Cont	B2	old	M	1946072.28615645	32188.455395702	12052.9356066571	6618.41533553508	8250.05067479984	2009.59790894476	5961.34194516831	5061.20954845347	3276.06325781099	1856.08695756703	3692.40356533542	3900.57371909764	3303.97433987966	3315.60395740828	3448.1815972345	4339.01029992644	4115.72164337703	4770.46911023808	6853.33360961312	3881.96633105185	3226.05590243794	2805.06374790206	2328.24942922882	3033.00425146292	1369.96894487091	2384.07159336618	2492.2270363823	2682.9527638516	1816.54625796974	3224.89294068508	1221.10984050463	1615.35387472469	1565.34651935165	1557.20578708162	825.702844531701	1400.20595044531	795.4658389573	1046.66557757539	876.873161657609	1066.43592737404	886.176855680501	953.628637346471	1007.1248779781	853.613926600378	855.939850106101	1276.93200464198	786.162144934408	679.169663671145	560.547564879267	916.413861254901	481.466165684682	716.384439762715	348.888525858465	725.688133785607	569.85125890216	889.665740939086	674.517816659699	498.910591977605	534.962406316313	604.740111488006	469.836548156066	560.547564879267	548.917947350652	625.673423039514	507.051324247636	454.718045368866	388.429225455758	484.955050943266	534.962406316313	707.080745739822	472.162471661789	507.051324247636	390.755148961481	460.532854133174	534.962406316313	398.895881231512	357.029258128496	159.325760142032	434.94769557022	423.318078041604	393.081072467204	386.103301950035	355.866296375634	332.607061318403	336.095946576988	311.673749766895	290.740438215388	244.221968100926	207.007192009356	336.095946576988	180.25907169354	225.614580055141	176.770186434956	158.162798389171	155.836874883448	174.444262929233	125.599869309047	136.066525084801	162.814645400617	82.5702844531701	181.422033446402	112.80729002757	94.1999019817856	83.7332462060316	102.340634251816	88.3850932174778	79.0813991945854	106.992481263263	89.5480549703394	79.0813991945854	77.9184374417239	61.6369729016622	70.9406669245546	29.0740438215388	44.1925466087389	47.6814318673236	48.8443936201851	55.8221641373544	44.1925466087389	20.9333115515079	17.4444262929233	11.6296175286155	10.466655775754
Cont_B3_old_M	Cont	B3	old	M	3338350.79845387	18019.7871483942	4586.79225368381	4653.99168940645	6974.95681551919	6084.1335265806	11248.1517024973	4121.56539098861	5534.47660361849	3866.55214773346	6930.15719170409	6078.96433921732	3973.38201990792	3442.6787839445	4562.66937932184	3287.6031630461	3837.26008600821	3087.7279183326	802.947103762831	3935.47464591053	4218.0568884365	1555.92539634729	2591.48593145772	3894.12114700429	2526.00955818951	2477.76380946556	2395.05681165308	3563.29315575437	909.776975937285	3756.27615065016	2119.36681894481	6647.57494917812	1726.50857933553	1760.96982842406	1168.23634410129	2555.30161991476	1381.89608845019	3432.34040921794	1054.51422210913	1347.43483936166	796.054853945125	1983.24488504511	1109.65222065078	1342.26565199838	940.792100116966	985.591723932059	1423.24958735644	923.561475572699	623.748608502457	989.037848840913	747.809105221178	944.238225025819	389.412114700429	933.899850299259	864.977352122192	699.563356497231	820.177728307098	730.578480676911	906.330851028432	703.009481406084	563.441422597523	737.470730494618	754.701355038884	554.82611032539	765.039729765445	506.580361601443	520.364861236856	566.887547506377	554.82611032539	771.931979583151	213.659744348908	737.470730494618	578.948984687363	458.334612877496	752.978292584458	603.071859049337	989.037848840913	477.28829987619	489.349737057176	696.117231588378	479.011362330616	489.349737057176	342.889428430909	437.657863424376	561.718360143097	237.782618710881	399.750489426989	413.534989062402	251.567118346295	411.811926607976	275.689992708268	301.535929524668	210.213619440055	208.490556985628	351.504740703042	186.090745078081	137.844996354134	203.321369622348	182.644620169228	156.798683352828	175.752370351521	117.168246901014	96.4914974478939	80.9839353580538	124.060496718721	137.844996354134	110.275997083307	148.183371080694	148.183371080694	62.0302483593604	117.168246901014	94.7684349934672	118.891309355441	36.1843115429602	62.0302483593604	86.1531227213338	51.6918736328003	48.245748723947	44.7996238150936	24.1228743619735	22.3998119075468	17.2306245442668	6.89224981770671
Cont_B4_old_M	Cont	B4	old	M	2814531.37638959	25072.5157014288	17436.8879933896	6618.27134615359	11189.5562322667	4317.62766987889	6226.87553400727	10727.2454994527	6199.60056451972	4737.66219998714	5363.62274972637	4651.74604610136	13239.2701892559	3050.70533718227	4363.99511800773	5629.55370222996	4055.78796279843	3480.28610661116	6955.11721932481	5405.89895243207	3804.85824351299	1571.03824248278	3365.73123476346	3856.68068553933	1943.34157598781	2588.39460436833	2562.48338335516	3129.80274869617	1916.06660650027	3330.27377442965	1126.45623983574	1200.09865745212	1944.70532446219	1751.0530411006	580.956850084778	1606.49570281659	643.689279906139	1215.09989067028	938.258950371661	1175.55118491333	1009.17387103929	1205.55365134963	1217.82738761903	1069.17880391189	962.806422910454	1014.6288649368	1215.09989067028	703.694212778746	1301.01604455605	983.262650026115	466.401978237076	870.07152665279	570.046862289759	1153.73120932329	700.966715829991	837.341563267732	615.050561944214	845.524054113997	504.586935519643	781.427875818258	540.044395853456	619.141807367346	553.68188059723	456.855738916434	559.13687449474	575.501856187269	410.488290787602	628.688046687988	531.861905007191	647.780525329272	390.03206367194	556.409377545985	499.131941622134	350.483357914995	601.41307720044	507.314432468398	460.946984339566	580.956850084778	390.03206367194	330.027130799334	400.94205146696	478.675714506472	452.764493493301	376.394578928166	398.214554518205	413.215787736356	384.577069774431	338.209621645599	230.473492169783	158.19482302778	220.927252849141	272.749694875483	174.559804720309	188.197289464083	175.923553194686	185.469792515328	130.919853540232	165.013565399667	163.64981692529	87.2799023601545	122.737362693967	103.644884052683	81.8249084626448	87.2799023601545	75.0061660907578	136.374847437741	79.09741151389	133.647350488987	76.3699145651352	77.7336630395126	117.282368796458	81.8249084626448	76.3699145651352	35.4574603338128	51.8224420263417	68.1874237188707	49.0949450775869	70.9149206676255	32.7299633850579	24.5474725387934	40.9124542313224	16.364981692529	8.18249084626448
