Regime	Pop	Age	DMCOPIA	DM_ROO	Beagle	DMU89994	DMLINEJA	DMRER1DM	DMBLPP	DME487856	DMW1DOC	DMRER2DM	OPUS	1360	AF222049	DMIS297	DMCR1A	RT1B	DMRTMGD1	BLOOD	SPRINGER	DMTN1731	F	DM14101	DM23420	DME9736	412	ROOA_LTR	DOC3	DME010298	PPI251	QUASIMODO	AY561850	STALKER2	GYPSY4	INVADER2	Tinker	BAGGINS	DM06920	DOC2	Beagle2	JUAN	ACCORD	DMDM11	DMMDG3	TABOR	TC1-2	ROVER	DMIS176	ROXELEMENT	BS	DMIFACA	TAHRE	GYPSY12	DMGYPF1A	GYPSY7	CIRC	INVADER4	TRANSIB2	IVK	TIRANT	DMTNFB	DMPOGOR11	DM33463	DM88	GYPSY6	DME278684	DMTRDNA	GYPSY2	DIVER2	TC1	McCLINTOCK	GTWIN	INVADER	G4_DM	DMHFL1	STALKER4	GYPSY10	G5_DM	TARTC	INVADER6	DMBARI1	DMTHB1	QBERT	INVADER3	G5A	TRANSIB3	GYPSY3	STALKER	DOC5	JOCKEY2	FB	DMAURA	FW2	MARINER2	G2	DOC4	HEL	FROGGER	BS3	TC3	G6_DM	HOPPER2	TRANSIB4	RT1C	DMTOM1_LTR	GYPSY8	GYPSY5	INE1	DMZAM	LOOPER1_DM	S2	GYPSY11	G3	TRANSIB1	DMREPG	GYPSY9	R1-2	FW3	AF541951	OSV	INVADER5	Q	STALKER3	BS4
31	Cont	B1	young	588088.509389774	14529.6574607251	878.479412329835	2690.67730754169	2947.27169978407	427.657320403977	3507.68098006345	2574.85344993228	2519.6143793801	2357.46097872692	1903.0750757977	2186.39805056533	2713.84207906357	3344.63662665943	2079.48372046434	2059.88275994582	2008.20750039701	1913.7665088078	1119.03665505707	2312.91334118484	1867.43696576403	1315.04626024223	1874.56458777076	1228.62384341059	1920.00317806369	980.938978676621	1379.19485830282	1258.02528418836	1237.53337091901	1427.30630684827	1212.58669389544	2863.52214120496	1113.69093855202	866.006073818053	753.746027212009	849.077971552062	768.001271225475	689.597429151412	402.710643380411	466.859241441008	800.075570255773	491.805918464573	748.400310706959	846.405113299537	638.81312235344	653.959319117748	400.928737878728	537.244508757496	434.78494241071	352.817289333281	364.399675094222	457.05876118175	327.870612309715	532.789745003288	388.455399366945	333.216328814765	386.673493865262	547.935941767595	253.030581239019	330.54347056224	555.063563774328	302.92393528615	451.7130446767	331.434423313082	313.61536829625	277.977258262585	140.770534632976	327.870612309715	327.870612309715	466.859241441008	286.886785771001	363.50872234338	274.413447259218	351.035383831597	258.376297744069	311.833462794566	360.835864090855	496.260682218781	190.663888680106	76.6219365723791	267.285825252485	191.554841430948	244.121053730603	283.322974767634	205.810085444414	137.206723629609	133.642912626243	85.5314640807953	140.770534632976	60.58478705723	138.988629131292	140.770534632976	133.642912626243	89.0952750841618	129.188148872035	94.4409915892115	150.571014892233	60.58478705723	83.7495585791121	16.9281022659907	49.002401296289	67.712409063963	55.2390705521803	54.3481178013387	51.6752595488138	42.7657320403977	59.6938343063884	46.3295430437641	38.3109682861896	51.6752595488138	60.58478705723	52.5662122996555	40.0928737878728	8.01857475757456	50.7843067979722	37.420015535348	34.7471572828231	39.2019210370312	35.6381100336647	15.1461967643075	17.8190550168324	3.56381100336647	8.90952750841618
32	Cont	B2	young	315219.051343237	15349.2701357135	3662.98811968603	2570.6342128658	3832.76260861563	352.799669678103	3256.35751449366	1787.18705907358	1730.87161884327	445.554512410374	2204.5838513688	2217.8345431877	2353.65413433138	3337.5180018844	1818.65745214346	3027.78308061771	1833.56448043972	3582.65580053397	1013.67792414553	1844.33066754257	1800.43775089248	1834.3926486784	1666.27449622616	1479.93664252293	1402.08882808692	1068.33702789848	1412.85501518977	1169.37355301756	1010.36525119081	1676.21251509033	715.537358220378	1107.26093511649	853.013285841422	843.07526697725	614.500833101297	851.35694936406	553.216383438903	621.126179010744	473.712232525528	447.210848887736	541.622028097369	595.452963611634	518.433317414301	669.159936854242	491.93193377651	763.571116063875	310.563089505372	513.464307982215	428.991147636754	387.582735702704	241.82512569485	479.509410196295	205.385723192886	268.326509332642	322.157444846906	380.957389793257	357.768679110189	294.827892970433	269.982845810004	279.920864674176	352.799669678103	298.140565925157	478.681241957614	288.202547060985	337.892641381845	263.357499900556	168.946320690922	286.546210583623	287.374378822304	543.278364574731	326.298286040311	298.140565925157	219.464583250463	271.639182287366	208.69839614761	269.982845810004	221.949087966506	110.974543983253	198.760377283438	97.7238521643571	255.075817513746	183.85334898718	240.168789217488	273.295518764728	152.382955917303	121.740731086106	130.850581711597	66.2534590944794	154.039292394665	150.726619439941	104.349198073805	144.101273530493	114.287216937977	62.9407861397554	103.521029835124	81.1604873907373	90.2703380162282	60.4562814237125	90.2703380162282	23.1887106830678	62.9407861397554	67.9097955718414	46.3774213661356	56.3154402303075	60.4562814237125	29.8140565925157	49.6900943208596	38.0957389793257	33.1267295472397	39.7520754566876	38.9239072180066	29.8140565925157	43.0647484114116	7.45351414812893	38.0957389793257	31.4703930698777	29.8140565925157	31.4703930698777	33.1267295472397	10.7661871028529	11.5943553415339	1.65633647736199	4.96900943208596
33	Cont	B3	young	595932.667693103	13455.5880976315	2734.26634085204	2770.60210617898	4573.76446052825	2010.9575123127	5180.11754442152	1976.89273231869	3867.48802198591	950.407361832708	2884.15137282566	3272.48986475731	2400.43149691081	3108.97892078609	3236.15409943037	3277.03183542317	1655.54830770859	3563.17598737281	336.105829274172	2618.44608887243	3233.88311409743	1380.75908242362	1856.53050967321	1816.78826634687	2149.48761762164	1404.60442841943	1957.58935698876	1946.23443032409	690.379541211812	1773.63954502114	1686.20660970319	1789.53644235167	1439.8047010799	1385.30105308949	742.612203869284	1584.01226972118	813.012749190226	1112.78281313746	567.746333233398	543.900987237595	443.977632588517	1263.80333777754	707.411931208814	862.974426514765	699.463482543546	758.50910119982	617.708010557937	755.102623200419	520.055641241793	532.546060572927	381.525535932843	683.566585213011	272.518239952031	674.482643881277	485.990861247789	525.733104574127	540.494509238195	577.965767231599	697.192497210613	397.422433263379	457.603544586119	504.158743911257	562.068869901064	311.124990611902	699.463482543546	350.86723393824	372.441594601109	479.177905248988	415.590315926847	485.990861247789	190.762767966422	451.926081253785	424.674257258582	423.538764592115	361.086667936441	420.132286592714	542.765494571128	420.132286592714	342.918785272972	225.963040626892	363.357653269375	336.105829274172	306.583019946035	451.926081253785	290.6861226155	213.472621295758	195.304738632289	156.697987972418	216.879099295158	376.983565266976	274.789225284965	242.995430623894	211.201635962824	88.5684279844101	294.0926006149	154.427002639484	144.207568641283	119.226729979014	127.175178644281	38.6067506598711	104.465325314945	97.6523693161444	97.6523693161444	42.0132286592714	96.5168766496776	59.0456186562734	65.8585746550742	62.4520966556738	93.1103986502773	66.994067321541	78.3489939862089	74.9425159868085	74.9425159868085	18.1678826634687	52.2326626574726	69.2650526544745	48.8261846580722	52.2326626574726	61.316603989207	24.9808386622695	18.1678826634687	4.54197066586718	11.354926664668
34	Cont	B4	young	605106.582901891	16522.9225303329	9051.15311718552	3542.30617698366	3414.76144487061	1135.23857306295	3710.5566746647	4677.54475004661	4045.24852489043	1623.70775987887	3287.21671275756	3015.84494230427	5061.9880915221	3080.97416721306	2889.2047827594	5165.10936429436	2165.54672821728	3546.82903982455	2157.40557510368	2326.5606453529	2767.9920586236	1295.34791763039	1639.08549353789	2100.41750330849	1877.89265153679	1438.27038340246	2013.57853676344	1773.86680619636	1203.08151567627	1979.20477917269	934.423462927508	1010.40755865443	1409.32406122077	1306.20278844852	415.198808793539	1170.51690322187	379.920478634611	948.89662401835	542.743540906587	528.270379815745	458.618292066066	955.228631995594	698.330022633142	944.373761177462	711.898611155807	859.343939768763	567.167000247384	605.159048110845	1492.54473749312	555.407556861074	244.234593407964	620.536781769865	421.530816770783	772.504973223709	492.087477088639	540.934395770232	472.186880588731	649.48310395155	403.43936540723	430.576542452559	450.477138952468	412.485091089006	588.876741883647	300.318092634978	481.232606270507	369.065607816479	293.081512089557	472.186880588731	396.202784861809	542.743540906587	261.42147220334	443.240558407046	312.982108589465	273.180915589649	376.302188361901	367.256462680124	345.546721043861	535.506960361166	318.409543998531	101.312127635896	318.409543998531	331.073559953018	370.874752952835	344.642148475683	228.856859748944	199.005964999082	244.234593407964	128.449304681226	192.673957021839	62.4155072042576	186.341949044595	227.952287180767	153.7773365902	124.831014408515	141.113320635713	152.872764022022	148.349901181134	85.0298214086987	128.449304681226	41.6103381361717	85.0298214086987	98.5984099313634	79.6023859996328	56.083499227014	65.1292249087905	50.6560638179482	57.8926443633693	35.2783301589282	54.2743540906587	60.6063620679023	74.1749505905669	59.7017894997246	52.4652089543034	11.7594433863094	39.8011929998164	60.6063620679023	30.75546731804	45.2286284088823	32.5646124543952	25.3280319089741	18.0914513635529	6.33200797724352	9.04572568177646
35	Cont	B5	young	476172.784482176	15316.7590102099	2226.58630394611	2566.12439135138	6578.55044347714	477.475435413664	2230.66729057358	2035.59612978065	2830.57232481126	284.036669271718	3738.99994808546	2368.60463858197	3694.10909518332	4157.70917606359	2373.50182253493	4099.75916595356	1682.99888516748	2446.14338450385	507.674736456921	2095.99473186716	2559.59481274743	1758.90523643837	2104.15670512209	1818.48764119939	2462.46733101372	1061.87272046697	1647.90240017126	1297.75374753457	1960.50597583525	1696.05804237537	1173.69175405957	1922.14470153706	1023.51144616878	1010.45228896088	726.415619689164	970.458620011703	554.197984010047	766.409288638342	514.204315060869	457.886699601821	435.849371813498	1002.29031570595	548.484602731593	848.84521851318	541.955024127646	462.783883554782	557.462773312021	563.176154590475	866.801559674036	636.633913884885	257.918354855928	482.372619366624	357.494428566128	566.440943892449	471.76205413521	360.759217868101	381.980348330931	439.114161115472	409.731057397708	453.805712974354	288.933853224679	356.678231240634	532.976853547218	254.653565553954	377.899361703464	564.808549241462	220.373277883229	401.569084142774	318.316956942442	493.799381923533	138.753545333885	383.612742981918	263.631736134382	373.818375075997	313.419772989482	357.494428566128	304.441602409054	490.534592621559	195.887358118426	89.7817058042786	257.102157530434	257.918354855928	293.831037177639	313.419772989482	232.616237765631	150.180307890793	155.077491843754	116.716217545562	151.81270254178	230.167645789151	137.121150682898	186.909187537998	124.061993475003	76.7225485963836	106.921849639641	115.900020220069	148.547913239806	85.7007191768114	94.6788897572393	25.3021170902967	55.5014181335541	70.192969992436	62.0309967375016	47.3394448786197	51.4204315060869	24.4859197648033	61.2147994120082	48.9718395296065	47.3394448786197	71.0091673179295	57.9500101100344	55.5014181335541	34.2802876707246	11.4267625569082	32.6478930197377	47.3394448786197	25.3021170902967	37.5450769726983	34.2802876707246	15.5077491843754	15.5077491843754	3.26478930197377	12.2429598824016
36	Sel	O1	young	134615.36596216	15589.9492380965	4365.92478507161	4276.46708346213	2940.4357572509	1038.4872317275	2718.73623587088	1349.64445471702	3273.95740564279	1078.35425092303	2489.25778391611	2166.43216506449	1649.13328184442	3545.24760943677	2144.06773966212	3592.89355920704	1400.20750345281	1219.34736759016	400.614924598999	2305.48054908793	1898.05906023603	2016.68775150079	1927.2300498913	1456.60475011966	1834.85524931629	1294.21957437201	1388.53910759071	1232.96049609595	1171.70141781989	1647.18854920074	1370.0641474757	1490.63757138414	1112.38707218751	920.830906784592	848.875798968267	962.642658623808	545.497506553491	774.003592186416	445.343775403742	515.354150576382	438.537211150846	837.20740310616	400.614924598999	783.727255404838	567.861931955863	761.362830002466	427.841181610581	585.364525749023	414.22805310479	519.243615863751	403.532023564526	455.067438622164	323.797985173463	473.542398737166	315.046688276883	483.266061955589	404.504389886368	353.941341150572	379.22286551847	392.835994024261	297.544094483723	392.835994024261	353.941341150572	170.16410632239	344.21767793215	521.188348507436	213.920590805291	300.461193449249	356.858440116099	487.155527242957	392.835994024261	299.488827127407	255.732342644507	310.184856667672	339.355846322938	295.599361840038	268.373104828456	245.036313104242	291.709896552669	128.352354483174	282.958599656089	191.556165402919	239.202115173189	274.207302759509	211.975858161606	112.794493333699	171.136472644233	78.7616720692207	187.66670011555	161.41280942581	213.920590805291	165.302274713179	128.352354483174	79.7340383910629	109.877394368172	133.214186092386	114.739225977383	85.5682363221163	96.2642658623808	19.4473264368446	81.6787710347474	77.7893057473784	58.3419793105338	58.3419793105338	68.0656425289561	68.0656425289561	66.1209098852717	29.1709896552669	44.7288508047426	52.5077813794804	54.4525140231649	38.8946528736892	46.6735834484271	4.86183160921115	49.5906824139538	35.9775539081625	28.1986233334247	29.1709896552669	29.1709896552669	16.5302274713179	12.640762183949	1.94473264368446	5.83419793105338
37	Sel	O2	young	95841.1475295249	10638.2024168314	1892.07910871541	4074.48596209856	4635.34637793399	2489.2304926343	3220.82341740787	2504.07679775936	2853.78976292733	3396.50469472103	2060.33723346603	2014.14872863253	1831.86909348601	2532.11981855113	1982.80652892408	2007.55037079917	1126.66960004588	590.553026085541	1573.70834325588	2234.36892132085	1539.06696463075	1766.7103098816	1965.48583961151	1679.28206858961	1235.54250429628	1158.01179975433	1172.03331015021	1100.27616871245	1812.89881471511	1506.89997019313	1910.22459275714	982.330522441172	724.99456694021	718.396209106852	590.553026085541	758.811150836169	731.592924773568	600.450562835578	656.536604419121	849.538571044842	372.807217584727	455.286690501702	527.86862666864	917.171738836761	496.526426960189	478.380942918455	377.755985959745	547.663700168714	188.877992979873	278.780618459375	438.790795918307	390.952701626461	346.413786251295	283.729386834394	277.131029001036	298.575691959449	350.537759897143	338.165838959597	277.131029001036	263.93431333432	257.335955500962	304.349255063637	469.308200897587	283.729386834394	354.661733542992	273.831850084357	151.762230167234	268.058286980169	301.050076146959	443.739564293325	157.535793271422	230.94252416753	234.241703084209	189.702787709042	249.088008209264	283.729386834394	201.249913917419	233.416908355039	222.694576875832	108.872904250407	245.788829292585	164.13415110478	229.29293470919	238.365676730058	160.010177458931	106.398520062898	131.96715666716	68.4579625210892	139.390309229688	61.0348099585615	102.274546417049	150.937435438064	123.719209375462	36.290968083469	94.8513938545212	82.4794729169749	106.398520062898	63.5091941460707	75.8811150836169	183.104429875684	67.6331677919194	54.4364521252035	46.188504833506	47.0132995626757	51.9620679376942	47.8380942918455	57.7356310418825	29.692610250111	34.6413786251295	46.188504833506	47.0132995626757	39.590147000148	32.99178916679	36.290968083469	32.99178916679	33.8165838959597	28.8678155209412	31.3421997084505	24.7438418750925	13.196715666716	14.8463051250555	1.6495894583395	4.9487683750185
38	Sel	O3	young	158964.041495054	17552.485079982	4761.10056911101	3683.11553459531	2612.17615389997	1178.38560145589	2899.28654707981	3537.7989245503	3635.55737130785	2657.09219700479	4463.42169520063	3820.50578409241	2416.65926038487	2627.14816826825	2546.12314933406	2941.56047000199	1591.43705667473	744.197184775953	1698.00257070774	2982.07297946909	2001.84639171094	3385.43666068493	1280.54758185117	1564.13514812082	1447.88186008481	1430.2677255339	1654.84794105801	1306.96878367753	1914.65642568393	1856.52978166593	2027.38688680976	1336.91281241408	977.584467575513	1106.16764979716	747.720011686135	949.401852294056	975.823054120421	760.930612599318	572.459372904579	1046.27959232406	856.046939174233	742.435771320862	754.765665506499	787.351814425683	568.936545994397	801.443122066411	505.525661611121	572.459372904579	371.658239024204	472.058805964392	575.982199814761	472.058805964392	435.949830135026	417.45498885657	354.924811200839	516.094142341667	437.711243590117	468.53597905421	373.419652479295	355.805517928385	213.131028066013	310.008768096018	664.052872569312	348.759864108021	399.84085430566	347.879157380475	214.892441521104	376.942479389477	343.475623742748	518.736262524303	199.039720425285	380.465306299659	304.724527730745	272.138378811562	287.110393179835	320.577248826564	245.717176985196	355.805517928385	269.496258628925	204.323960790558	287.110393179835	223.699508796559	299.440287365472	271.257672084016	200.801133880376	135.628836042008	183.186999329465	88.9513794820962	161.169331140828	87.1899660270052	135.628836042008	179.664172419283	139.15166295219	43.1546296497298	133.867422586917	127.702475494098	109.207634215643	73.9793651138226	91.5934996647327	19.3755480060012	92.4742063922782	70.4565382036405	54.6038171078214	56.3652305629124	59.8880574730945	42.2739229221843	62.530177655731	37.8703892844568	38.7510960120023	59.8880574730945	49.3195767425484	44.0353363772753	49.3195767425484	5.28424036527304	35.2282691018203	33.4668556467293	21.1369614610922	19.3755480060012	29.9440287365472	22.8983749161832	19.3755480060012	5.28424036527304	7.04565382036405
39	Sel	O4	young	113528.052741899	13104.2068927302	4071.37419730227	4484.26501365379	4292.20309703126	1776.78425069301	3001.91929593276	1563.57014060985	2890.23571446063	3074.68284143733	2594.1050060118	3859.85226269596	1592.33712371631	4683.94171992215	2092.37497712563	2107.60455641728	1446.81003270717	1326.66557385078	725.943279568859	2419.8109318962	1689.63721363521	2527.2640746762	1967.15399183869	2316.58822780832	2016.22708066736	1202.29067630227	1436.65697984606	1287.74553788322	1521.26575368859	1649.87108992922	1877.46869156562	1480.65354224418	1050.84097112415	940.849565128871	937.46521417517	874.854721531702	907.006055591861	687.023243601298	643.87276894161	482.270010902389	801.245088288706	643.87276894161	535.573538423179	820.705106272486	547.418766761133	454.349115534356	421.351693735771	578.724013082867	421.351693735771	405.276026705692	603.260557497199	450.11867684223	313.05246321734	388.354271937187	350.280323708051	356.202937877028	427.274307904748	353.664674661752	380.73948229136	315.590726432616	349.434235969626	331.666393462695	411.198640874668	220.828899728989	294.438532971985	314.744638694191	213.214110083161	325.743779293719	312.206375478915	459.425641964907	276.670690465055	318.128989647892	255.518497004424	438.273448504276	310.514200002064	332.512481201121	241.98109318962	230.135864851666	250.441970573872	175.986249592451	268.209813080802	173.447986377175	280.055041418756	264.825462127101	199.676706268357	127.759248502212	194.600179837806	86.3009493193748	136.220125886464	122.68272207166	120.144458856385	164.141021254497	147.219266485992	60.9183171666175	135.374038148039	108.299230518431	103.22270408788	98.9922653957535	84.6087738425244	26.2287198911825	91.3774757499263	64.3026681203185	55.8417907360661	42.3043869212622	54.1496152592156	59.226141689767	52.4574397823651	28.7669831064583	38.9200359675612	45.6887378749632	50.7652643055146	33.8435095370097	32.9974217985845	10.1530528611029	52.4574397823651	40.6122114444117	30.4591585833088	18.6139302453554	34.689597275435	14.3834915532291	11.8452283379534	3.38435095370097	6.76870190740195
40	Sel	O5	young	78746.5007229652	10545.4887831465	3729.65637772753	2466.41116967145	3693.29262330289	2282.22084834662	1562.06040745858	1579.45176827037	2513.84215370359	1478.2656690018	3120.95874931502	2299.61220915841	4690.13380437843	3516.21694958288	1925.69795170501	1639.53101471108	1043.48164870715	1510.67684142376	483.796037127861	2541.51022772234	1664.82753952823	3293.29132463181	1633.2068835068	1601.58622748537	1656.92237552287	1368.38388932733	1293.28483127644	1256.9210768518	1228.46248643251	1705.93439235608	1925.69795170501	1228.46248643251	1000.79376307822	822.137056557149	928.856770629471	826.880154960363	562.847677181433	697.235465272505	929.647287030007	365.218577047503	591.306267600719	739.132834500899	471.938291119825	809.488794148578	562.847677181433	556.523545977147	460.080545111789	515.41669314929	561.266644380361	402.372847872682	274.309190985895	442.689184300003	319.368625816431	290.119518996609	345.45566703411	396.839233068932	400.001298671074	294.072100999288	327.273789821788	279.052289389109	338.341019429288	379.447872257146	467.985709117146	196.048067332859	319.368625816431	352.570314638931	208.69632974143	300.396232203574	333.597921026074	469.566741918218	329.645339023395	325.692757020717	262.451444977859	338.341019429288	346.246183434646	336.759986628217	232.411821757502	219.76355934893	199.210132935002	116.996427279287	244.269567765538	235.573887359645	311.463461811074	281.423838590716	201.581682136609	117.786943679822	225.29717415268	99.6050664675008	149.407599701251	112.253328876072	123.320558483572	162.055862109823	142.29295209643	53.755115236429	113.834361677144	74.3085416503577	110.672296075001	79.051640053572	87.747320459465	26.8775576182145	71.1464760482148	67.1938940455362	43.4784020294646	45.8499512310718	64.8223448439291	49.0120168332147	63.2413120428576	33.992205223036	41.1068528278575	47.4309840321432	56.9171808385719	46.6404676316075	41.1068528278575	11.0672296075001	49.0120168332147	31.6206560214288	35.5732380241074	30.8301396208931	44.2689184300003	7.9051640053572	11.0672296075001	3.16206560214288	7.9051640053572
