start	MeanSel	MeanCont	dFreq_mean	dFreq_med	totalSmore	chanceSmore	chanceCmore	chanceEqual	Direction
0.942777188	0.941369270833333	0.94199609375	-0.000626822916666668	0.000260416666666652	500	0.5	0.499	0.001	Same
0.943099815	0.944534375	0.94416171875	0.000372656249999998	0.00156250000000002	517	0.517	0.481	0.002	S>C
0.952971631	0.952724479166667	0.953576822916667	-0.000852343749999999	-0.000260416666666652	493	0.493	0.503	0.004	C>S
0.954716644	0.953876041666667	0.954046354166667	-0.000170312499999998	0.000260416666666652	502	0.502	0.498	0	S>C
0.970602022	0.9702765625	0.970852864583333	-0.000576302083333336	0.00143229166666664	518	0.518	0.471	0.011	S>C
0.978240844	0.9781609375	0.977320572916667	0.000840364583333333	0.000130208333333326	500	0.5	0.473	0.027	Same
0.989690722	0.989053125	0.988908072916667	0.00014505208333333	0	451	0.451	0.389	0.16	Same
0.990537705	0.990894270833333	0.99148359375	-0.000589322916666667	0	421	0.421	0.37	0.209	Same
0.99136251	0.991271354166667	0.991941927083333	-0.000670572916666666	0	380	0.38	0.372	0.248	Same
0.993150685	0.991729166666667	0.993063541666667	-0.001334375	0	358	0.358	0.357	0.285	Same
0.993630573	0.9932953125	0.994006770833333	-0.000711458333333334	0	329	0.329	0.311	0.36	Same
0.994413408	0.9942328125	0.993809895833333	0.000422916666666664	0	324	0.324	0.292	0.384	Same
0.996753247	0.996434375	0.997054427083333	-0.000620052083333334	0	211	0.211	0.188	0.601	Same
0.997167722	0.997314583333333	0.996607552083333	0.000707031249999999	0	233	0.233	0.167	0.6	Same
1	1	1	0	0	0	0	0	1	Same
1	1	1	0	0	0	0	0	1	Same
