start	MeanSel	MeanCont	dFreq_mean	dFreq_med	totalSmore	chanceSmore	chanceCmore	chanceEqual	Direction
0.069125101	0.0694545454545454	0.0695416666666667	-8.71212121212125e-05	-0.00151515151515152	490	0.49	0.509	0.001	C>S
0.070268034	0.0697969696969697	0.0671231060606061	0.00267386363636364	0.00246212121212121	516	0.516	0.483	0.001	S>C
0.070869081	0.0703643939393939	0.0706530303030303	-0.000288636363636364	0	499	0.499	0.499	0.002	Same
0.072001216	0.0704545454545455	0.0711181818181818	-0.000663636363636364	-0.00284090909090909	487	0.487	0.512	0.001	C>S
0.078385906	0.0776416666666667	0.0815666666666667	-0.003925	-0.00719696969696969	459	0.459	0.54	0.001	C>S
0.07891631	0.0791848484848485	0.075307196969697	0.00387765151515151	0.00378787878787879	530	0.53	0.468	0.002	S>C
0.079705675	0.0790568181818182	0.0810416666666667	-0.00198484848484849	-0.00378787878787879	476	0.476	0.522	0.002	C>S
0.081120362	0.0816977272727273	0.0786848484848485	0.00301287878787879	0.00113636363636364	509	0.509	0.487	0.004	S>C
0.081233304	0.0839340909090909	0.080475	0.00345909090909091	0.00265151515151515	510	0.51	0.489	0.001	S>C
0.08901289	0.0865386363636364	0.0869723484848485	-0.000433712121212121	-0.00416666666666667	474	0.474	0.523	0.003	C>S
0.089251431	0.087880303030303	0.0899912878787879	-0.00211098484848485	-0.00227272727272727	480	0.48	0.517	0.003	C>S
0.092303933	0.0892113636363636	0.0917284090909091	-0.00251704545454545	-0.00284090909090909	477	0.477	0.519	0.004	C>S
0.097026101	0.0990583333333333	0.0973496212121212	0.00170871212121212	0.00132575757575758	505	0.505	0.495	0	S>C
0.098361336	0.0991287878787879	0.097625	0.00150378787878788	0.0015151515151515	506	0.506	0.491	0.003	S>C
0.103013519	0.101811363636364	0.101900378787879	-8.9015151515152e-05	-0.00549242424242424	473	0.473	0.526	0.001	C>S
0.115699178	0.114812878787879	0.11450303030303	0.000309848484848484	0.000568181818181815	502	0.502	0.497	0.001	S>C
0.133701378	0.132942424242424	0.132973106060606	-3.06818181818187e-05	-0.000946969696969703	493	0.493	0.507	0	C>S
0.163982737	0.164752272727273	0.163520833333333	0.00123143939393939	0.00170454545454546	509	0.509	0.491	0	S>C
0.169721559	0.166912121212121	0.170663636363636	-0.00375151515151515	-0.00606060606060606	477	0.477	0.523	0	C>S
0.180798208	0.18030303030303	0.183951515151515	-0.00364848484848485	-0.00113636363636363	493	0.493	0.506	0.001	C>S
0.203472661	0.20022803030303	0.201247348484848	-0.00101931818181818	0.000189393939393934	500	0.5	0.499	0.001	Same
0.203608654	0.20430303030303	0.204667803030303	-0.000364772727272728	-0.000757575757575749	496	0.496	0.502	0.002	C>S
0.206207619	0.202798484848485	0.209395833333333	-0.00659734848484848	-0.00890151515151513	465	0.465	0.534	0.001	C>S
0.210861139	0.214005303030303	0.211160606060606	0.00284469696969697	-0.000568181818181829	496	0.496	0.504	0	C>S
0.230473422	0.231406060606061	0.229546212121212	0.00185984848484848	0.00113636363636364	507	0.507	0.492	0.001	S>C
0.232203123	0.232643939393939	0.23505	-0.00240606060606061	-0.0077651515151515	467	0.467	0.532	0.001	C>S
0.259964497	0.256970454545455	0.255933333333333	0.00103712121212121	0.000568181818181801	501	0.501	0.499	0	S>C
0.271247672	0.271672727272727	0.26895946969697	0.00271325757575758	0.000378787878787881	501	0.501	0.498	0.001	S>C
0.285167026	0.285537121212121	0.288599242424242	-0.00306212121212121	-0.00303030303030305	488	0.488	0.511	0.001	C>S
0.30127772	0.296280303030303	0.301289772727273	-0.0050094696969697	-0.00681818181818179	478	0.478	0.522	0	C>S
0.339695919	0.338560606060606	0.337098484848485	0.00146212121212121	0.00075757575757579	501	0.501	0.498	0.001	S>C
0.343356694	0.344223484848485	0.343454166666667	0.000769318181818181	0.00397727272727272	507	0.507	0.492	0.001	S>C
0.343700728	0.339671212121212	0.346156060606061	-0.00648484848484849	-0.00397727272727275	487	0.487	0.513	0	C>S
0.371868338	0.373587121212121	0.37325	0.000337121212121214	0.00113636363636369	504	0.504	0.496	0	S>C
0.381922383	0.382322727272727	0.380571590909091	0.00175113636363636	0.00416666666666665	511	0.511	0.489	0	S>C
0.399414475	0.401033333333333	0.402548106060606	-0.00151477272727273	-0.00170454545454543	493	0.493	0.507	0	C>S
0.400260348	0.406009848484849	0.401259090909091	0.00475075757575758	0.00606060606060604	512	0.512	0.487	0.001	S>C
0.408076897	0.410765909090909	0.407280681818182	0.00348522727272727	0.00189393939393942	504	0.504	0.495	0.001	S>C
0.501616326	0.501343181818182	0.499276893939394	0.00206628787878788	0.00303030303030305	514	0.514	0.485	0.001	S>C
0.51	0.508927272727273	0.513849621212121	-0.00492234848484849	-0.00492424242424241	484	0.484	0.516	0	C>S
0.513517813	0.509656818181818	0.514798484848485	-0.00514166666666667	-0.000189393939393934	497	0.497	0.5	0.003	Same
0.58774894	0.584678787878788	0.591892424242424	-0.00721363636363636	-0.00700757575757577	480	0.48	0.517	0.003	C>S
0.68145031	0.681247727272727	0.682112121212121	-0.00086439393939394	0.00170454545454551	507	0.507	0.492	0.001	S>C
0.729833811	0.726000757575758	0.728374242424242	-0.00237348484848485	-0.0011363636363636	496	0.496	0.504	0	C>S
0.738917284	0.730941666666667	0.737349242424242	-0.00640757575757576	-0.00435606060606059	488	0.488	0.511	0.001	C>S
0.806629179	0.805832575757576	0.805192045454545	0.000640530303030303	0.00284090909090906	507	0.507	0.493	0	S>C
0.841421553	0.843365909090909	0.842243939393939	0.0011219696969697	0.000378787878787867	501	0.501	0.497	0.002	S>C
0.850355921	0.852615151515152	0.846947348484848	0.00566780303030303	0.00738636363636364	534	0.534	0.463	0.003	S>C
0.85825607	0.859165909090909	0.857359090909091	0.00180681818181818	0.00416666666666671	514	0.514	0.482	0.004	S>C
0.872349726	0.871087121212121	0.874929545454545	-0.00384242424242424	-0.00416666666666676	474	0.474	0.525	0.001	C>S
0.877218834	0.876023484848485	0.873467424242424	0.00255606060606061	0.00378787878787878	519	0.519	0.478	0.003	S>C
0.88573934	0.884770454545455	0.883882196969697	0.000888257575757577	0.00378787878787878	514	0.514	0.481	0.005	S>C
0.932031449	0.932960606060606	0.931663257575758	0.00129734848484849	0.00378787878787878	529	0.529	0.469	0.002	S>C
0.942777188	0.943587121212121	0.944167803030303	-0.000580681818181819	-0.000568181818181801	494	0.494	0.501	0.005	C>S
0.943099815	0.94075303030303	0.944895075757576	-0.00414204545454546	-0.00189393939393945	480	0.48	0.517	0.003	C>S
0.952971631	0.952139393939394	0.95130946969697	0.000829924242424244	0.00189393939393945	511	0.511	0.484	0.005	S>C
0.954716644	0.955265909090909	0.953300378787879	0.0019655303030303	0.00265151515151518	522	0.522	0.468	0.01	S>C
0.970602022	0.97139696969697	0.970663257575758	0.000733712121212124	0.000378787878787978	501	0.501	0.465	0.034	S>C
0.978240844	0.97847803030303	0.978108712121212	0.00036931818181818	0.00151515151515147	511	0.511	0.407	0.082	S>C
0.989690722	0.989662121212121	0.988988636363636	0.000673484848484849	0	386	0.386	0.305	0.309	Same
0.990537705	0.99015303030303	0.990606818181818	-0.00045378787878788	0	357	0.357	0.327	0.316	Same
0.99136251	0.991437878787879	0.9918875	-0.000449621212121213	0	331	0.331	0.314	0.355	Same
0.993150685	0.993158333333333	0.992643560606061	0.000514772727272728	0	300	0.3	0.246	0.454	Same
0.993630573	0.99362803030303	0.993852651515152	-0.000224621212121212	0	288	0.288	0.239	0.473	Same
0.994413408	0.995719696969697	0.994408712121212	0.00131098484848485	0	265	0.265	0.196	0.539	Same
0.996753247	0.996680303030303	0.9966375	4.28030303030307e-05	0	192	0.192	0.14	0.668	Same
0.997167722	0.997251515151515	0.99728446969697	-3.29545454545446e-05	0	152	0.152	0.115	0.733	Same
1	1	1	0	0	0	0	0	1	Same
1	1	1	0	0	0	0	0	1	Same
