propSC	propCS	propEqual	ratio.SC.to.CS	ratio.Equal.to.SC.CS	SC.consist	CS.consist
0.495238095238095	0.457142857142857	0.0476190476190476	1.08333333333333	0.0439560439560439	4	93
0.504761904761905	0.40952380952381	0.0857142857142857	1.23255813953488	0.0695417789757412	7	84
0.466666666666667	0.466666666666667	0.0666666666666667	1	0.0666666666666667	6	86
0.39047619047619	0.561904761904762	0.0476190476190476	0.694915254237288	0.0685249709639953	3	94
0.495238095238095	0.466666666666667	0.0380952380952381	1.06122448979592	0.0358974358974359	4	94
0.514285714285714	0.428571428571429	0.0571428571428571	1.2	0.0476190476190476	1	96
0.485714285714286	0.447619047619048	0.0666666666666667	1.08510638297872	0.061437908496732	5	89
0.380952380952381	0.542857142857143	0.0761904761904762	0.701754385964912	0.108571428571429	1	95
0.466666666666667	0.466666666666667	0.0666666666666667	1	0.0666666666666667	4	91
0.552380952380952	0.371428571428571	0.0761904761904762	1.48717948717949	0.0512315270935961	4	91
0.504761904761905	0.438095238095238	0.0571428571428571	1.15217391304348	0.0495956873315364	3	94
0.457142857142857	0.514285714285714	0.0285714285714286	0.888888888888889	0.0321428571428571	7	89
0.523809523809524	0.419047619047619	0.0571428571428571	1.25	0.0457142857142857	7	89
0.476190476190476	0.447619047619048	0.0761904761904762	1.06382978723404	0.0716190476190476	3	90
0.380952380952381	0.552380952380952	0.0666666666666667	0.689655172413793	0.0966666666666667	2	96
0.514285714285714	0.419047619047619	0.0666666666666667	1.22727272727273	0.054320987654321	3	92
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	1	93
0.457142857142857	0.504761904761905	0.0380952380952381	0.905660377358491	0.0420634920634921	3	94
0.485714285714286	0.457142857142857	0.0571428571428571	1.0625	0.053781512605042	5	90
0.428571428571429	0.523809523809524	0.0476190476190476	0.818181818181818	0.0582010582010582	4	95
0.39047619047619	0.533333333333333	0.0761904761904762	0.732142857142857	0.104065040650407	2	92
0.476190476190476	0.476190476190476	0.0476190476190476	1	0.0476190476190476	1	97
0.542857142857143	0.39047619047619	0.0666666666666667	1.39024390243902	0.047953216374269	1	95
0.542857142857143	0.4	0.0571428571428571	1.35714285714286	0.0421052631578947	1	92
0.504761904761905	0.428571428571429	0.0666666666666667	1.17777777777778	0.0566037735849057	1	93
0.476190476190476	0.457142857142857	0.0666666666666667	1.04166666666667	0.064	3	93
0.428571428571429	0.495238095238095	0.0761904761904762	0.865384615384615	0.0880423280423281	5	90
0.533333333333333	0.40952380952381	0.0571428571428571	1.30232558139535	0.0438775510204082	5	88
0.485714285714286	0.428571428571429	0.0857142857142857	1.13333333333333	0.0756302521008403	6	87
0.476190476190476	0.476190476190476	0.0476190476190476	1	0.0476190476190476	4	95
0.40952380952381	0.523809523809524	0.0666666666666667	0.781818181818182	0.0852713178294574	2	91
0.542857142857143	0.39047619047619	0.0666666666666667	1.39024390243902	0.047953216374269	7	87
0.40952380952381	0.514285714285714	0.0761904761904762	0.796296296296296	0.0956810631229236	7	90
0.457142857142857	0.495238095238095	0.0476190476190476	0.923076923076923	0.0515873015873016	1	94
0.438095238095238	0.533333333333333	0.0285714285714286	0.821428571428571	0.0347826086956522	6	90
0.514285714285714	0.419047619047619	0.0666666666666667	1.22727272727273	0.054320987654321	4	93
0.428571428571429	0.504761904761905	0.0666666666666667	0.849056603773585	0.0785185185185185	3	93
0.495238095238095	0.438095238095238	0.0666666666666667	1.1304347826087	0.058974358974359	5	91
0.447619047619048	0.476190476190476	0.0761904761904762	0.94	0.0810536980749747	5	89
0.495238095238095	0.457142857142857	0.0476190476190476	1.08333333333333	0.0439560439560439	7	89
0.552380952380952	0.40952380952381	0.0380952380952381	1.34883720930233	0.0282430213464696	4	91
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	4	93
0.485714285714286	0.447619047619048	0.0666666666666667	1.08510638297872	0.061437908496732	3	92
0.39047619047619	0.542857142857143	0.0666666666666667	0.719298245614035	0.0926829268292683	5	91
0.504761904761905	0.447619047619048	0.0476190476190476	1.12765957446809	0.0422282120395328	1	94
0.552380952380952	0.4	0.0476190476190476	1.38095238095238	0.0344827586206897	6	89
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	3	92
0.495238095238095	0.447619047619048	0.0571428571428571	1.1063829787234	0.0516483516483516	9	84
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	3	92
0.295238095238095	0.638095238095238	0.0666666666666667	0.462686567164179	0.144086021505376	2	94
0.361904761904762	0.580952380952381	0.0571428571428571	0.622950819672131	0.0917293233082707	1	94
0.495238095238095	0.438095238095238	0.0666666666666667	1.1304347826087	0.058974358974359	5	88
0.485714285714286	0.438095238095238	0.0761904761904762	1.10869565217391	0.0687208216619981	6	87
0.476190476190476	0.457142857142857	0.0666666666666667	1.04166666666667	0.064	1	93
0.495238095238095	0.447619047619048	0.0571428571428571	1.1063829787234	0.0516483516483516	4	92
0.504761904761905	0.438095238095238	0.0571428571428571	1.15217391304348	0.0495956873315364	5	89
0.485714285714286	0.457142857142857	0.0571428571428571	1.0625	0.053781512605042	4	87
0.495238095238095	0.447619047619048	0.0571428571428571	1.1063829787234	0.0516483516483516	4	90
0.466666666666667	0.485714285714286	0.0476190476190476	0.96078431372549	0.0495626822157434	2	95
0.4	0.533333333333333	0.0666666666666667	0.75	0.0888888888888889	4	92
0.447619047619048	0.504761904761905	0.0476190476190476	0.886792452830189	0.0536980749746707	6	87
0.447619047619048	0.476190476190476	0.0761904761904762	0.94	0.0810536980749747	3	91
0.552380952380952	0.4	0.0476190476190476	1.38095238095238	0.0344827586206897	4	92
0.485714285714286	0.447619047619048	0.0666666666666667	1.08510638297872	0.061437908496732	2	95
0.485714285714286	0.476190476190476	0.0380952380952381	1.02	0.0373482726423903	9	87
0.476190476190476	0.447619047619048	0.0761904761904762	1.06382978723404	0.0716190476190476	1	93
0.428571428571429	0.514285714285714	0.0571428571428571	0.833333333333333	0.0685714285714286	3	93
0.514285714285714	0.438095238095238	0.0476190476190476	1.17391304347826	0.0405643738977072	2	92
0.514285714285714	0.428571428571429	0.0571428571428571	1.2	0.0476190476190476	4	93
0.495238095238095	0.457142857142857	0.0476190476190476	1.08333333333333	0.0439560439560439	3	92
