Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj
FBgn0015756	15426.8714648034	0.0397770011305999	0.0428865329522293	0.927493979867922	0.353670116028075	0.596544318515789	15426.8714648034	0.256460451663934	0.0428865904563563	5.97996830559243	2.23181040467642e-09	1.36271077245535e-07
FBgn0002773	5716.58770038918	-0.930557265992008	0.222997076420267	-4.1729572464809	3.00671378738165e-05	0.000481033242577967	5716.58770038918	-1.20786959167162	0.222997091989117	-5.41652620174333	6.07680890323017e-08	2.48573258306314e-06
FBgn0035665	11576.122255404	-0.581289266010668	0.134694637840075	-4.31560806972022	1.59164160049273e-05	0.000279999502958577	11576.122255404	0.485445618257648	0.134694634735081	3.6040456935232	0.000313301939313555	0.00367337580096625
FBgn0026197	4333.30235143644	-0.834388887440975	0.137272980367974	-6.07831843676965	1.21449392026481e-09	6.57240042504504e-08	4333.30235143644	0.16249823846996	0.137272806331488	1.18376132034161	0.23650755756574	0.436374572236199
FBgn0011230	9123.89890377879	0.00193008766255376	0.0847988893001041	0.0227607658364859	0.981841104237329	0.990613936862009	9123.89890377879	-0.160778950968031	0.0847988909329426	-1.8960029924822	0.0579596488260934	0.17724918748014
FBgn0019661	121.598533041656	-0.143800669054045	0.181669948711974	-0.791549015528329	0.428623685197443	0.661530705056804	121.598533041656	0.214113245616983	0.18167486279079	1.17855184987011	0.238576674405007	0.439156504930511
FBgn0265264	11.9850597033473	0.227322594880725	0.705698053471035	0.322124446514511	0.747358418893602	0.877124350688594	11.9850597033473	-2.37018610463585	0.708072667114916	-3.34737692148648	0.000815802047929826	0.00764416060986447
FBgn0285952	14629.4975083141	-0.0667592219179782	0.0779978455670207	-0.855911101552342	0.392046953855833	0.630572165337494	14629.4975083141	0.0686481354379626	0.0779978461169582	0.880128604256897	0.378789644976095	0.586315898296913
FBgn0023213	13128.9712540986	0.0668801815077004	0.0379298508925183	1.7632598055083	0.0778566811393728	0.233351456513439	13128.9712540986	-0.142020987783031	0.0379298572440981	-3.74430588728698	0.000180893164922016	0.00237093167050144
FBgn0030136	13772.4828604154	0.126234310013331	0.0459937422383129	2.7445975010961	0.00605851542559894	0.0378431631078768	13772.4828604154	0.237704386371212	0.0459937900929268	5.16818435469112	2.3637908772698e-07	8.38174799172411e-06
FBgn0003884	11713.6457067997	-0.12629263543602	0.0289015314224573	-4.3697558302356	1.24385539648014e-05	0.000226810464609725	11713.6457067997	-0.0387658269525906	0.028901442437242	-1.34131114863103	0.179819451618608	0.36880224085042
FBgn0261597	13751.1156085328	0.0253045673840994	0.0383860834240428	0.659212014535719	0.509759632832419	0.726910427243606	13751.1156085328	0.255691898562401	0.0383861835136242	6.66103986273212	2.71896875858181e-11	2.85994386144273e-09
FBgn0031980	14188.4042387185	0.111114747746521	0.0675215192691145	1.64561978091253	0.099842063993915	0.275610098138351	14188.4042387185	0.231273670588394	0.067521533249957	3.42518392958059	0.000614383335667273	0.00617193917539908
FBgn0037351	14432.6960759084	-0.199653884536489	0.0454296434440621	-4.39479312185939	1.10878297028137e-05	0.000204723874528524	14432.6960759084	0.315320910294655	0.0454296896843322	6.94085547327441	3.89732578103838e-12	4.73619677682111e-10
FBgn0001218	11077.7933959029	-0.0287711253903009	0.0530100341993581	-0.542748666829747	0.587302861299699	0.783181637547396	11077.7933959029	-0.201043162268396	0.0530100422284619	-3.79254861563671	0.000149109047025106	0.00204201087703857
FBgn0040001	9192.09314526271	0.136020138352319	0.0683619170957522	1.98970631794601	0.0466232963256724	0.16443066373872	9192.09314526271	0.0207156837941262	0.0683619164403593	0.303029594148361	0.761867308412358	0.872967145679008
FBgn0020618	14206.5737017161	-0.105722710763275	0.0337015610006188	-3.13702711756686	0.00170670341043625	0.0138410346331166	14206.5737017161	0.254570180098761	0.033701668904075	7.55363720483231	4.23268168162648e-14	9.46079939444975e-12
FBgn0004432	14738.1819211379	0.00269681869008458	0.0276568892148271	0.0975098344986243	0.922321524648925	0.962910887620228	14738.1819211379	0.0484054656573222	0.0276569136248571	1.75021212829103	0.0800817168007732	0.218574541909132
FBgn0001092	13598.814058381	-0.0277082863729148	0.0541901626899458	-0.511315799722737	0.609129943378211	0.79633716226298	13598.814058381	-0.132064131359045	0.0541901626197491	-2.43704991781877	0.0148076350918803	0.0680672671483899
FBgn0029176	13591.7841084242	-0.0676813036345287	0.0355306415806931	-1.9048714186829	0.0567967873343723	0.187622790133304	13591.7841084242	0.130444311188852	0.0355306734224274	3.67131547544814	0.000241305265195978	0.00298165647034359
FBgn0065064	13494.6845582243	-0.466422492863536	0.113209260707684	-4.12000299222763	3.78867478752954e-05	0.000590842072111015	13494.6845582243	0.201765451263679	0.113209252875712	1.78223463311069	0.0747109772547428	0.209254263212713
FBgn0004907	9708.0373545683	0.0226778801560803	0.0407068034410567	0.557102946904632	0.577457094239531	0.776400121096269	9708.0373545683	0.0323449898451565	0.0407068176644476	0.794584094285656	0.426855473671278	0.629398133877839
FBgn0002622	13559.7723031664	-0.0970207242325508	0.0283205271564706	-3.42580926183021	0.000612970669996034	0.00606412348590011	13559.7723031664	0.261677558257583	0.0283207445095958	9.23978386828496	2.4699564154625e-20	3.4351604947049e-17
FBgn0040060	10133.7046584513	-0.728533665341376	0.129846465378202	-5.6107315914945	2.01473047216263e-08	7.73169278908684e-07	10133.7046584513	0.599537661189448	0.129846457018095	4.61728163369061	3.88799454386313e-06	9.29343615620545e-05
FBgn0010198	13746.1664052367	-0.0764856168953228	0.0619175694298444	-1.23528131998115	0.216725823397331	0.449966645006163	13746.1664052367	0.201951649249642	0.0619175825947849	3.26162037964724	0.00110777385808085	0.0097237064387083
FBgn0010411	13313.1454441146	-0.0510855535939324	0.0496988826064864	-1.02790145199894	0.303996186486577	0.547595372188438	13313.1454441146	0.268072763989173	0.0496989316960813	5.39393413179363	6.89314957394933e-08	2.77432647000398e-06
FBgn0264489	4468.79871807247	-1.04124957453194	0.135859546981718	-7.66416197951885	1.8000260586475e-14	2.70996230855097e-12	4468.79871807247	-0.485903085298227	0.135859288736326	-3.57651721731931	0.00034820239286922	0.00397668736454746
FBgn0010409	13392.9044490087	-0.00242080749113773	0.0393472859639737	-0.0615241288396413	0.950941798767139	0.976982462197945	13392.9044490087	0.227361103054095	0.0393473653611312	5.77830563666383	7.5456644672045e-09	4.05360867536475e-07
FBgn0027560	6241.98866124683	0.101925081795018	0.0489624080396098	2.08170075525211	0.0373698116122365	0.140832380539953	6241.98866124683	-0.0336122437741761	0.0489624020247673	-0.686490906985599	0.492403596392516	0.6843677344043
FBgn0029990	8823.0914312029	0.653260577061181	0.186104510195055	3.51018132970824	0.000447801205318415	0.00468257306683361	8823.0914312029	-1.39883331303015	0.186104553452586	-7.5163841350423	5.63119403924793e-14	1.21526992740114e-11
FBgn0039858	9744.62070708824	-0.0362550496285625	0.0417909426565513	-0.867533664567364	0.385649674738684	0.625075864432893	9744.62070708824	-0.0682957241480687	0.0417909332329132	-1.63422347539923	0.102211935035832	0.256595826482853
FBgn0000427	18431.4741496196	0.0205457240051464	0.113599590006423	0.180860899268956	0.856476760511522	0.933668977088048	18431.4741496196	-0.252318839298322	0.113599590755584	-2.22112454472834	0.0263425270244719	0.102609630969202
FBgn0038834	12562.9030577091	0.0673902439169963	0.0521812019169721	1.29146591955134	0.19654216536621	0.424185746718508	12562.9030577091	0.290843527555461	0.0521812609162198	5.57371597482914	2.49362167023447e-08	1.18229781993655e-06
FBgn0051872	11.2308432323296	0.0241154554134795	0.690017547823041	0.0349490465707172	0.972120370971705	0.987417206415617	11.2308432323296	-2.48518464573927	0.693574379006421	-3.58315520434797	0.000339468766027279	0.00389471177301874
FBgn0013325	12954.1237188736	-0.0621674066726178	0.0392623955497396	-1.58338292409746	0.113334212619758	0.298605263359619	12954.1237188736	0.314108692530932	0.0392625329929739	8.00021467252613	1.24202480885548e-15	4.20173636012001e-13
FBgn0000579	9299.4080541716	-0.379859465012456	0.0602883305541468	-6.30071294927121	2.96279647522337e-10	1.88065508154314e-08	9299.4080541716	-0.208023707225515	0.0602882408870817	-3.45048560323957	0.000559579012368766	0.0057695638367544
